"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"Z026E0131",38.907697422787,89.2844313042773,12.0415299227703,15.6346361627153,41.543621226218,48.14889,886.0672225,837.913335,7,613.75,76.75,206,57.5,3.98078068550917,16.985078741422,63.4002523885481,20.3931372515637,0.86473649885544,120,1.81857637417577,72.5735007779934,9.85801426426351,226.712491631153,307.5,10,NA,65,3.50807012793367
"Z026E0132",43.407697422787,125.534431304277,24.0415299227703,13.3846361627153,82.793621226218,44.2066675,947.8172225,903.608055,5,752.75,89.25,235.5,50.7963985917859,3.99921931449082,11.284921258578,64.6497476114519,23.7264705915637,0.86473649885544,182.5,0.818576374175771,115.073500777993,8.85801426426351,214.712491631153,344,5.5,NA,60,4.13307012793367
"Z026E0133",41.5,110.833333333333,23.0415299227703,14,67,31.6269757426244,859.853403028509,828.39777783576,5.94077612733705,635.75,86,242,55,4.57078068550917,16.385078741422,64.8102523885481,NA,0.86473649885544,152.5,0.818576374175771,98.3333333333333,8.85801426426351,235.712491631153,337,4.5,NA,75,4.15
"Z026E0134",40.407697422787,89,18.0415299227703,15.3333333333333,52.293621226218,70.163335,947.8172225,877.64889,7.33333333333333,774.5,95.75,197.5,60,4.17921931449083,14.544921258578,63.0297476114519,25.3931372515637,0.86473649885544,185,1.81857637417577,75.3235007779934,8.85801426426351,170.712491631153,307.5,17,NA,62.5,4.28307012793367
"Z026E0135",40.3333333333333,120.833333333333,27.0415299227703,15.6666666666667,56.6666666666667,39.136945,930.4566675,891.3172225,7.66666666666667,706.5,84,206,54.2036014082141,4.79,15.165,66.1,NA,0.86473649885544,147.5,1.81857637417577,96,7.85801426426351,173.712491631153,298,5.5,NA,70,3.85
"Z026E0136",40.157697422787,109.284431304277,19.5415299227703,15.6346361627153,45.793621226218,31.25,929.0936125,897.8436125,6.33333333333333,644.5,83,158,53.75,3.67921931449083,13.474921258578,68.7897476114519,NA,0.86473649885544,108.384299261511,1.81857637417577,80.0735007779934,9.85801426426351,231.712491631153,300.5,12,NA,59.7583708022721,3.85807012793367
"Z026E0137",36.5415955819674,131.579005734386,NA,11.9576744948914,54.7330838030432,-5.02429586778808e-15,917.538335,917.538335,2.94077612733705,690.5,100,245.004770469643,67.5,3.03078068550917,14.455078741422,69.2802523885481,NA,0.86473649885544,153.384299261511,NA,115.989223514779,4.85801426426351,NA,328.608237495054,9.12530360671831,NA,75.2416291977279,3.61281095246968
"Z026E0138",45.8333333333333,145.833333333333,36.0415299227703,15.3333333333333,97.3333333333334,59.6513875,942.4277775,882.7763875,6.33333333333333,772.5,92.5,242.5,62.5,4.8,11.98,68.615,18.7264705915637,0.86473649885544,147.5,0.818576374175771,123.666666666667,12.8580142642635,208.712491631153,304,5.5,NA,70,4.13333333333333
"Z026E0139",41,140.5,29.0415299227703,15,87.8333333333333,25.011945,894.0527775,869.038335,7,722,116,195,64.2036014082141,4.545,14.085,68.99,18.7264705915637,0.86473649885544,155,1.81857637417577,128.166666666667,9.85801426426351,211.712491631153,300,20,NA,72.5,3.96666666666667
"Z026E0140",43.6666666666667,82.3333333333333,17.0415299227703,18.3333333333333,42.3333333333333,80.5164207426244,1036.51673802851,956.17666783576,3.44077612733705,815.5,106.25,238,64.2036014082141,NA,NA,NA,NA,0.86473649885544,183.384299261511,0.818576374175771,70.1666666666667,8.85801426426352,324.712491631153,318.5,5,NA,NA,3.63333333333333
"Z026E0141",40.8985860095089,124.726874077326,NA,14.6846213152132,64.0534100585223,25.7285792573756,922.781041971491,896.6633325,5.44077612733705,678.5,96.5,243.5,60,3.70921931449083,14.744921258578,64.0197476114519,NA,0.86473649885544,180,1.81857637417577,97.6254485855441,12.8580142642635,216.712491631153,342.5,7.5,NA,72.5,3.9417621608067
"Z026E0142",43,131.666666666667,27.0415299227703,16.8333333333333,79.8333333333333,-8.64691425737563,872.906183028509,881.72944783576,9.66666666666667,665,80.5,265.5,52.5,6.385,12.18,69.22,NA,0.86473649885544,182.5,1.81857637417577,118.333333333333,8.85801426426351,190.712491631153,322,4,NA,74.7583708022721,3.18333333333333
"Z026E0143",40.6666666666667,131,12.0415299227703,15,47.3333333333333,6.52639,975.3172225,968.788335,6.94077612733705,656,100,225,57.5,4.56,16.39,62.055,NA,0.86473649885544,155,0.818576374175771,97.5,13.8580142642635,220.712491631153,340,14.5,NA,65.2416291977279,3.45
"Z026E0144",41.657697422787,114.333333333333,24.0415299227703,16.5,54.293621226218,35.663335,947.8172225,912.14889,9,861.5,91.75,203.5,65,4.625,14.465,67.075,38.7264705915637,0.86473649885544,180,1.81857637417577,84.8235007779935,8.85801426426352,156.712491631153,299.5,7.5,NA,75,3.85
"Z026E0145",46.8333333333333,119.166666666667,23.0415299227703,17.3333333333333,78.5,48.0527775,931.39889,883.3436125,7.66666666666667,788.25,82.75,238.5,65,4.80921931449083,13.264921258578,71.0397476114519,22.0598039215637,0.86473649885544,172.5,1.81857637417577,93,10.8580142642635,272.712491631153,373,7.5,NA,75.2416291977279,3.91666666666667
"Z026E0146",41.6666666666667,114.333333333333,24.0415299227703,17.6576893423934,71.5,40.5119425,882.886945,842.3725,6.44077612733705,666,90.5,275.5,65,5.37,14.305,66.28,NA,0.86473649885544,157.5,-0.181423625824229,102.833333333333,10.8580142642635,237.712491631153,385,7,NA,57.5,3.8
"Z026E0147",43.1666666666667,102.333333333333,21.0415299227703,16.6666666666667,55.3333333333333,22.9158325,940.4566675,917.538335,9.44077612733705,688,78,195,69.2036014082141,4.11921931449083,16.914921258578,62.6397476114519,NA,0.86473649885544,152.5,1.81857637417577,79.6666666666667,7.85801426426352,223.712491631153,319,20.5,NA,67.5,4.05
"Z026E0148",45.157697422787,90.5344313042773,23.0415299227703,17.1346361627153,47.043621226218,NA,NA,924.73666716424,8.44077612733705,675,93,187,NA,5.39921931449083,15.154921258578,65.5997476114519,NA,0.86473649885544,130,1.81857637417577,80.8235007779934,11.8580142642635,134.712491631153,270,6.5,NA,65.2416291977279,2.20807012793367
"Z026E0149",46.1666666666667,124,29.5415299227703,18,108.166666666667,20.136945,837.8316675,817.6922225,8,742.25,93.5,223.5,55,5.905,14.78,67.375,18.7264705915637,0.86473649885544,165,2.81857637417577,111.333333333333,13.8580142642635,204.712491631153,331,9.5,NA,72.5,4.46666666666667
"Z026E0150",32.3333333333333,91.6666666666667,NA,16.2307276745695,23.3333333333333,27.22111,930.4566675,903.2330575,4.94077612733705,732,116.5,209,71.25,NA,NA,NA,NA,0.86473649885544,143.384299261511,1.81857637417577,57.1666666666667,11.8580142642635,162.712491631153,288,20.5,NA,75.2416291977279,4.47911891959665
"Z026E0151",38.6666666666667,89.6666666666667,NA,18.2076744948914,45.8333333333333,12.7475,910.5936125,897.8436125,8.94077612733705,741,88.5,221.5,77.5,6.55,15.705,63.675,NA,0.86473649885544,142.5,1.81857637417577,75.8333333333333,12.8580142642635,196.712491631153,329,11.5,NA,70,3.51666666666667
"Z026E0152",43.5,122.833333333333,25.0415299227703,14.3333333333333,78.1666666666667,1.35764548663907e-15,879.64889,879.64889,7.44077612733705,721.5,83.5,239,74.2036014082141,4.135,14.32,68.745,NA,0.86473649885544,165,1.81857637417577,106.833333333333,11.8580142642635,226.712491631153,312,11.5,NA,65,5.1
"Z026E0153",44.407697422787,120.284431304277,28.0415299227703,16.3846361627153,92.293621226218,39.02639,918.6777775,879.64889,7.94077612733705,682.25,82,220.5,66.25,5.26921931449083,14.164921258578,70.699747611452,NA,0.86473649885544,127.5,1.81857637417577,116.573500777993,4.85801426426351,199.712491631153,332,9.5,NA,72.5,4.30807012793367
"Z026E0154",40.907697422787,123.034431304277,NA,11.6846213152132,27.043621226218,8.64691425737562,933.559931971491,962.9566675,6.94077612733705,889,105.5,199.5,75.7963985917859,NA,NA,NA,NA,0.86473649885544,203.384299261511,0.818576374175771,78.3235007779934,8.85801426426351,214.712491631153,293,9.5,NA,NA,2.90807012793367
"Z026E0155",41.907697422787,109.284431304277,18.5415299227703,14.8846361627153,61.543621226218,18.886945,910.5936125,891.7066675,6.94077612733705,625.5,86.5,212.5,52.5,4.77078068550917,14.515078741422,68.9902523885481,NA,0.86473649885544,152.5,1.81857637417577,75.5735007779934,7.85801426426351,256.712491631153,307.5,8.5,NA,70,4.05807012793367
"Z026E0156",38.3333333333333,111.666666666667,22.5415299227703,14.6666666666667,45.8333333333333,16.913335,903.2330575,886.3172225,8.33333333333333,716.5,102.5,199,59.2036014082141,5.195,11.79,68.56,NA,0.86473649885544,152.5,1.81857637417577,90,11.8580142642635,207.712491631153,291,6,NA,57.5,2.53333333333333
"Z026E0157",43.157697422787,124.034431304277,33.0415299227703,16.8846361627153,98.543621226218,23.5791675,903.2330575,879.64889,5,699.75,80.25,257,70,4.765,11.83,71.95,25.3931372515637,0.86473649885544,187.5,-0.181423625824229,115.323500777993,11.8580142642635,194.712491631153,342,7,NA,72.5,3.98307012793367
"Z026E0158",45.5,119.5,20.0415299227703,14.3333333333333,75.6666666666667,-1.25607396694702e-15,829.4422225,829.4422225,3.94077612733705,646.5,83,196.5,60,5.44078068550917,15.585078741422,64.6802523885481,NA,0.86473649885544,140,0.818576374175771,105,7.85801426426351,218.712491631153,283,7,NA,57.5,4.41666666666667
"Z026E0159",42.3333333333333,172,38.5415299227703,14.6666666666667,99.1666666666667,20.136945,877.64889,857.511945,6,801.5,103.25,249.5,65,4.77921931449083,13.594921258578,69.3797476114519,25.3931372515637,0.86473649885544,192.5,1.81857637417577,155,8.85801426426352,242.712491631153,381,7.5,NA,70,3.31666666666667
"Z026E0160",41,184.5,36.0415299227703,14.3333333333333,132.5,64.038335,910.5936125,846.5527775,7,799.5,104,249,64.2036014082141,3.87,11.84,70.865,22.0598039215637,0.86473649885544,187.5,1.81857637417577,162,13.8580142642635,295.712491631153,395.5,16,NA,72.5,4.45
"Z026E0161",35.157697422787,105.784431304277,15.0415299227703,13.7179694977153,35.543621226218,0,947.8172225,947.8172225,4.94077612733705,740,86,224,65,NA,NA,NA,NA,0.86473649885544,167.5,1.81857637417577,78.8235007779934,12.8580142642635,232.712491631153,331.5,10.5,NA,NA,2.73307012793367
"Z026E0162",44.407697422787,116.784431304277,24.0415299227703,17.1346361627153,79.293621226218,6.52639,897.8436125,891.3172225,5.33333333333333,645,82,215,49.2036014082141,6.98921931449083,15.554921258578,64.5597476114519,NA,0.86473649885544,162.5,0.818576374175771,99.0735007779934,8.85801426426352,191.712491631153,318,6,NA,60,3.70807012793367
"Z026E0163",42.8333333333333,101.5,23.5415299227703,16.5,66.5,15.136945,886.3172225,871.1777775,10,816,93.5,240,64.2036014082141,4.255,13.39,71.475,NA,0.86473649885544,167.5,1.81857637417577,85.3333333333333,12.8580142642635,270.712491631153,321,7.5,NA,70,4.68333333333333
"Z026E0164",43.8333333333333,117,30.0415299227703,19.8333333333333,92,11.52639,889.3027775,877.7763875,5.66666666666667,723,87,203.5,70,4.64,11.4,70.14,20.3931372515637,0.86473649885544,187.5,1.81857637417577,108.5,10.8580142642635,202.712491631153,355,18.5,NA,75,3.88333333333333
"Z026E0165",41,125.666666666667,16.0415299227703,13,69.6666666666667,40.02389,876.9422225,836.913335,4.66666666666667,741,87,191,64.2036014082141,3.945,12.605,69.485,17.0598039215637,0.86473649885544,176.66666665,1.81857637417577,103.166666666667,5.85801426426351,223.712491631153,295.5,16,NA,65,5.68781095246968
"Z026E0166",39.1666666666667,101.666666666667,NA,14.4576744948914,50.1666666666667,24.6513875,917.538335,892.886945,7.66666666666667,781.5,101,240.5,66.7036014082141,4.735,14.83,69.485,23.7264705915637,0.86473649885544,142.5,0.818576374175772,82.4892235147786,13.8580142642635,228.712491631153,312.5,2,NA,74.7583708022721,3.03333333333333
"Z026E0167",39.6666666666667,104,20.5415299227703,13.8846361627153,50.8333333333333,62.40139,929.0936125,866.6922225,8,715,95,214,57.5,4.73921931449083,16.994921258578,65.349747611452,18.7264705915637,0.86473649885544,144.16666665,3.81857637417577,92.1666666666667,10.8580142642635,191.712491631153,313,15.5,NA,70,3.73333333333333
"Z026E0168",44.5,113.666666666667,32.5415299227703,19.3333333333333,84.3333333333333,30.8436125,855.110555,824.2619425,6.94077612733705,755,100.5,273,59.2036014082141,5.33,16.33,64.635,NA,0.86473649885544,132.5,1.81857637417577,99.5,10.8580142642635,186.712491631153,344.5,5.5,NA,65,3.38333333333333
"Z026E0169",42.8333333333333,118.166666666667,28.5415299227703,16,89.8333333333334,6.386945,845.483055,839.0936125,7,695,87.5,213,65,6.38921931449083,10.724921258578,71.169747611452,22.0598039215637,0.86473649885544,167.5,1.81857637417577,108,11.8580142642635,138.712491631153,326,13.5,NA,70,3.51666666666667
"Z026E0170",47.3333333333333,118.833333333333,23.5415299227703,18.1666666666667,85.5,41.7066675,951.8436125,910.1369425,8.44077612733705,733,82.5,186.5,66.25,NA,NA,NA,NA,0.86473649885544,170,2.81857637417577,98.1666666666667,6.85801426426351,214.712491631153,307.5,8.5,NA,47.5,3.13333333333333
"Z026E0171",41.5,122.5,NA,17.9576744948914,80.5,30.8316675,907.1922225,876.360555,6.44077612733705,709.5,95.5,294.5,58.75,5.545,14.215,65.515,NA,0.86473649885544,160,1.81857637417577,114.333333333333,9.85801426426352,270.712491631153,351,6.5,NA,72.5,2.76666666666667
"Z026E0172",44.8333333333333,114.5,19.5415299227703,16,73.5,30.9422225,910.5936125,879.64889,8.66666666666667,731,95.75,211.5,74.2036014082141,5.33921931449083,16.934921258578,63.859747611452,12.0598039215637,0.86473649885544,147.5,1.81857637417577,97.1666666666666,6.85801426426351,224.712491631153,303,9,NA,60,3.35
"Z026E0173",46.1666666666667,129.5,20.0415299227703,20.1666666666667,85.8333333333333,44.5816675,947.8172225,903.2330575,7.66666666666667,754.5,100.5,188.5,62.5,5.18921931449083,13.854921258578,66.4197476114519,35.3931372515637,0.86473649885544,172.5,0.818576374175771,104,13.8580142642635,192.712491631153,315,9,NA,70.2416291977279,3.98333333333333
"Z026E0174",42.1666666666667,134.333333333333,31.5415299227703,13.6666666666667,86.8333333333334,6.9422225,917.538335,910.5936125,7,804.5,103,264.5,84.2036014082141,4.61,14.22,68.33,22.0598039215637,0.86473649885544,147.5,0.818576374175771,121,11.8580142642635,260.712491631153,410.5,5.5,NA,65,3.86666666666667
"Z026E0175",40,143.833333333333,21.0415299227703,15.6666666666667,81.5,29.860555,940.4566675,910.5936125,6.94077612733705,756,95.5,241.5,61.7036014082141,3.24078068550917,13.375078741422,67.1402523885481,NA,0.86473649885544,170,3.81857637417577,129.166666666667,13.8580142642635,272.712491631153,348,16.5,NA,55,3.4
"Z026E0176",46.6666666666667,113.333333333333,NA,16.4576744948914,82.5,49.136945,940.4566675,891.3172225,7.33333333333333,650.5,104,234.5,70,4.62921931449083,10.994921258578,68.609747611452,6.05980392156373,0.86473649885544,155,2.81857637417577,97.5,9.85801426426351,228.712491631153,317,9,NA,55,3.95
"Z026E0177",38.5,100.666666666667,18.0415299227703,14.1666666666667,44.8333333333333,57.9422225,933.8869425,875.9422225,5,732,109.5,214,62.5,5.895,16.75,64.795,27.0598039215637,0.86473649885544,162.5,1.81857637417577,73,6.85801426426351,229.712491631153,304,10,NA,65,3.18333333333333
"Z026E0178",40.0415955819674,125.079005734386,NA,16.4576744948914,72.2330838030432,28.47111,962.9566675,934.4830575,6.94077612733705,822.5,110.5,207,64.2036014082141,7.42078068550917,17.615078741422,60.9702523885481,NA,0.86473649885544,157.5,2.81857637417577,100.739223514779,11.8580142642635,222.712491631153,289,5,NA,65.2416291977279,3.43781095246968
"Z026E0179",42,144.833333333333,30.0415299227703,15.3333333333333,84.3333333333333,28.0552775,891.3172225,863.261945,8,765,109,169,59.2036014082141,4.36,14.87,68.54,32.0598039215637,0.86473649885544,162.5,5.81857637417577,123.666666666667,9.85801426426351,200.712491631153,323,18.5,NA,75,3.68333333333333
"Z026E0180",40.2915955819674,126.079005734386,NA,14.4576744948914,71.2330838030432,41.25,951.8436125,910.5936125,6.66666666666667,761,86,234.5,65,5.21,13.355,66.305,NA,0.86473649885544,190,2.81857637417577,106.739223514779,7.85801426426352,286.712491631153,371.5,17,NA,57.5,3.96281095246968
"Z026E0181",36.157697422787,58.7844313042773,9.54152992277027,13.6346361627153,23.293621226218,66.456665,947.8172225,881.360555,9.33333333333333,736.5,90.5,201.5,47.5,4.64,15.74,63.205,23.7264705915637,0.86473649885544,195,1.81857637417577,46.8235007779934,10.8580142642635,236.712491631153,304.5,9,NA,65,3.05807012793367
"Z026E0182",33.8985860095089,109.829005734386,NA,12.4576744948914,18.5534100585223,33.1922225,985.038335,951.8436125,3,798.5,106.5,223.5,79.2036014082141,4.91,17.08,61.395,27.0598039215637,0.86473649885544,170,2.81857637417577,65.1254485855441,4.85801426426351,260.712491631153,350,15,NA,72.5,3.01281095246968
"Z026E0183",44.8333333333333,133.833333333333,32.0415299227703,16.3333333333333,110.833333333333,26.77639,848.3052775,821.52639,4.33333333333333,739,104.5,221.5,49.2036014082141,4.93,14.88,66.35,15.3931372515637,0.86473649885544,187.5,1.81857637417577,122.5,2.85801426426351,260.712491631153,331.5,11,NA,70,3.85
"Z026E0184",47.8333333333333,102.5,30.0415299227703,21.3333333333333,80.5,49.636945,832.8316675,783.1922225,7.44077612733705,683,88.5,248,48.75,5.3,17.315,63.845,NA,0.86473649885544,140,1.81857637417577,89.1666666666667,12.8580142642635,208.712491631153,307.5,5.5,NA,70,2.95
"Z026E0185",41.3333333333333,107.333333333333,29.0415299227703,17,56.5,14.3052775,917.538335,903.2330575,5,612,69.5,244,67.5,NA,NA,NA,25.3931372515637,1.86473649885544,160,1.81857637417577,104.833333333333,10.8580142642635,208.712491631153,295.5,2.5,NA,72.5,2.96666666666667
"Z026E0186",37.6666666666667,122.666666666667,23.0415299227703,13.8846361627153,58.793621226218,65.7953057426244,1036.51673802851,942.4277775,5.66666666666667,610.5,83.5,247.5,62.5,4.26921931449083,15.404921258578,66.3797476114519,23.7264705915637,0.86473649885544,177.5,1.81857637417577,102.166666666667,11.8580142642635,230.712491631153,322,2.5,NA,70,3.95807012793367
"Z026E0187",44.407697422787,97.3333333333333,12.0415299227703,16.3333333333333,31.293621226218,16.9422225,968.788335,951.8436125,9,741.5,82,214.5,54.2036014082141,6.28,13.925,65.675,30.3931372515637,0.864736498855439,150,0.818576374175771,65.8235007779934,9.85801426426351,226.712491631153,338,6,NA,60,5
"Z026E0188",40.907697422787,95.1666666666667,13.0415299227703,13.3333333333333,50.043621226218,22.5,957.5672225,935.0672225,9,824,91,199.5,NA,5.21921931449083,14.064921258578,67.1197476114519,28.7264705915637,0.86473649885544,180,1.81857637417577,75.3235007779934,10.8580142642635,228.712491631153,293,11,NA,65.2416291977279,3.73333333333333
