genotype,family,EarWeight_NY,GDDDaystoSilk_NY
Z008E0104,Z008,59.1666666666667,962.9566675
Z008E0105,Z008,22.293621226218,985.038335
Z008E0106,Z008,92.043621226218,877.7763875
Z008E0107,Z008,33.0534100585223,1004.01673802851
Z008E0108,Z008,73.1666666666667,934.4830575
Z008E0109,Z008,4.05341005852234,975.3172225
Z008E0110,Z008,57,947.8172225
Z008E0111,Z008,54.6666666666667,982.538335
Z008E0112,Z008,71.1666666666667,985.038335
Z008E0113,Z008,69.8333333333333,934.4830575
Z008E0114,Z008,53.9732949707388,927.353403028509
Z008E0115,Z008,80.8333333333333,956.9830575
Z008E0116,Z008,66.8333333333333,962.9566675
Z008E0117,Z008,NA,NA
Z008E0118,Z008,43.293621226218,985.038335
Z008E0119,Z008,66.293621226218,947.8172225
Z008E0120,Z008,66.793621226218,1017.07451302851
Z008E0121,Z008,64.6666666666667,924.0672225
Z008E0122,Z008,64.543621226218,972.8172225
Z008E0123,Z008,82.6666666666667,962.9566675
Z008E0124,Z008,24.793621226218,956.9830575
Z008E0125,Z008,69.4732949707388,951.8436125
Z008E0126,Z008,69.043621226218,962.074513028509
Z008E0127,Z008,65.543621226218,892.886945
Z008E0128,Z008,79.3333333333333,947.8172225
Z008E0129,Z008,57.5,985.038335
Z008E0130,Z008,41.5338323939136,979.4830575
Z008E0131,Z008,155.053410058522,940.4566675
Z008E0132,Z008,59.2330838030432,985.038335
Z008E0133,Z008,55.5,934.4830575
Z008E0134,Z008,67.9830838030432,930.4566675
Z008E0135,Z008,46.293621226218,985.038335
Z008E0136,Z008,80.6666666666666,951.8436125
Z008E0137,Z008,43.5,980.406183028509
Z008E0138,Z008,57.9732949707388,956.9830575
Z008E0139,Z008,88.0534100585223,901.516738028509
Z008E0140,Z008,55.412757547564,962.074513028509
Z008E0141,Z008,75.543621226218,900.2475
Z008E0142,Z008,93.293621226218,951.8436125
Z008E0143,Z008,55.5534100585223,927.353403028509
Z008E0144,Z008,29.4830838030432,1036.51673802851
Z008E0145,Z008,87.293621226218,934.4830575
Z008E0146,Z008,51.293621226218,962.074513028509
Z008E0147,Z008,52.793621226218,982.538335
Z008E0148,Z008,31.5338323939136,1036.51673802851
Z008E0149,Z008,63.043621226218,975.3172225
Z008E0150,Z008,65.043621226218,947.8172225
Z008E0151,Z008,27.0534100585223,933.559931971491
Z008E0152,Z008,46.2936212262179,979.4830575
Z008E0153,Z008,NA,962.9566675
Z008E0154,Z008,81.6666666666667,924.0672225
Z008E0155,Z008,61.0534100585223,934.4830575
Z008E0156,Z008,64.5338323939137,962.9566675
Z008E0157,Z008,79.5,934.4830575
Z008E0158,Z008,71.8333333333333,962.9566675
Z008E0159,Z008,74,962.9566675
Z008E0160,Z008,58.5,1036.51673802851
Z008E0161,Z008,43.3333333333333,962.074513028509
Z008E0162,Z008,71.7330838030432,982.538335
Z008E0163,Z008,23.293621226218,992.353403028509
Z008E0164,Z008,24.793621226218,934.4830575
Z008E0165,Z008,85.1666666666667,947.8172225
Z008E0166,Z008,74.543621226218,940.4566675
Z008E0167,Z008,64.043621226218,930.4566675
Z008E0168,Z008,68.043621226218,985.038335
Z008E0169,Z008,55.6666666666667,951.8436125
Z008E0170,Z008,65.4732949707388,985.038335
Z008E0171,Z008,45.043621226218,947.8172225
Z008E0172,Z008,69.0534100585223,962.9566675
Z008E0173,Z008,57.412757547564,1036.51673802851
Z008E0174,Z008,66.5338323939136,917.538335
Z008E0175,Z008,55.5,972.8172225
Z008E0176,Z008,67.793621226218,934.4830575
Z008E0177,Z008,73.5534100585223,930.4566675
Z008E0178,Z008,66.8333333333334,914.136945
Z008E0179,Z008,56.8333333333333,982.538335
Z008E0180,Z008,99,975.3172225
Z008E0181,Z008,66.6666666666667,951.8436125
Z008E0182,Z008,49.3333333333333,985.038335
Z008E0183,Z008,96.793621226218,892.886945
Z008E0184,Z008,67,947.8172225
Z008E0185,Z008,59.1666666666667,927.353403028509
Z008E0186,Z008,45.3333333333333,970.127293028509
Z008E0187,Z008,73.8333333333333,892.886945
Z008E0188,Z008,65.4830838030432,982.538335
Z008E0189,Z008,47.543621226218,889.3027775
Z008E0190,Z008,93.3333333333334,891.9541675
Z008E0191,Z008,68.8333333333333,962.9566675
Z008E0192,Z008,30.6666666666667,985.038335
Z008E0193,Z008,81.293621226218,935.406183028509
Z008E0194,Z008,27.293621226218,970.127293028509
Z008E0195,Z008,58.6666666666667,947.8172225
Z008E0196,Z008,77.8333333333333,942.4277775
Z008E0197,Z008,32.293621226218,940.4566675
Z008E0198,Z008,39.4830838030432,933.559931971491
Z008E0199,Z008,92.793621226218,940.4566675
Z008E0200,Z008,42.3333333333333,1036.51673802851
Z008E0201,Z008,109.274242423333,853.3503272
Z008E0202,Z008,53.7916666666667,933.559931971491
Z008E0253,Z008,48.5534100585223,NA
Z008E0261,Z008,39.0534100585223,NA
Z012E0001,Z012,96,891.9541675
Z012E0002,Z012,88.5534100585223,850.8436125
Z012E0003,Z012,102.533832393914,849.5816675
Z012E0004,Z012,51.5,982.538335
Z012E0005,Z012,94.293621226218,924.0672225
Z012E0006,Z012,84.793621226218,980.406183028509
Z012E0007,Z012,69.3333333333333,956.9830575
Z012E0008,Z012,72.0534100585223,819.574513028509
Z012E0009,Z012,90.6666666666667,916.5263875
Z012E0010,Z012,110.553410058522,982.538335
Z012E0011,Z012,87.8333333333333,931.4975
Z012E0012,Z012,106.043621226218,906.261945
Z012E0013,Z012,72.793621226218,810.2475
Z012E0014,Z012,92.1666666666667,844.5816675
Z012E0015,Z012,66.1666666666667,910.5936125
Z012E0016,Z012,55.293621226218,862.6369425
Z012E0017,Z012,126.293621226218,876.9422225
Z012E0018,Z012,123.793621226218,956.9830575
Z012E0019,Z012,37.8333333333333,933.559931971491
Z012E0020,Z012,51.293621226218,923.2908325
Z012E0021,Z012,121.166666666667,837.3316675
Z012E0022,Z012,68,985.038335
Z012E0023,Z012,72.043621226218,914.574513028509
Z012E0024,Z012,90.9830838030432,970.127293028509
Z012E0025,Z012,58,933.559931971491
Z012E0026,Z012,72.293621226218,880.5791675
Z012E0027,Z012,33.5534100585223,985.038335
Z012E0028,Z012,45.5534100585223,934.4830575
Z012E0029,Z012,57.5,947.8172225
Z012E0030,Z012,105.733083803043,926.5263875
Z012E0031,Z012,109.166666666667,926.5263875
Z012E0032,Z012,48.793621226218,985.038335
Z012E0033,Z012,85.3333333333333,916.5263875
Z012E0034,Z012,65.5,923.2908325
Z012E0035,Z012,61.1666666666667,1004.01673802851
Z012E0036,Z012,87.5,951.8436125
Z012E0037,Z012,54.6666666666667,951.8436125
Z012E0038,Z012,63.0534100585223,992.353403028509
Z012E0039,Z012,83.543621226218,906.261945
Z012E0040,Z012,70.293621226218,985.038335
Z012E0041,Z012,90.1666666666666,903.2330575
Z012E0042,Z012,133.166666666667,947.8172225
Z012E0043,Z012,102.043621226218,866.6922225
Z012E0044,Z012,61.5,962.9566675
Z012E0045,Z012,96.8333333333333,975.3172225
Z012E0046,Z012,98.5534100585223,924.0672225
Z012E0047,Z012,90.543621226218,947.8172225
Z012E0048,Z012,82.1666666666666,916.5263875
Z012E0049,Z012,91.9830838030432,951.8436125
Z012E0050,Z012,90.043621226218,952.610555
Z012E0051,Z012,84.3333333333333,951.8436125
Z012E0052,Z012,41.9830838030432,1025.40618302851
Z012E0053,Z012,55.8333333333333,979.4830575
Z012E0054,Z012,79.1666666666667,894.0527775
Z012E0055,Z012,92.043621226218,862.511945
Z012E0056,Z012,76.793621226218,947.8172225
Z012E0057,Z012,61.793621226218,916.5263875
Z012E0058,Z012,64.293621226218,1017.07451302851
Z012E0059,Z012,81.043621226218,947.8172225
Z012E0060,Z012,81.793621226218,889.8725
Z012E0061,Z012,88.0534100585223,1036.51673802851
Z012E0062,Z012,76.5,985.038335
Z012E0063,Z012,91.1666666666667,947.8172225
Z012E0064,Z012,80.793621226218,896.7066675
Z012E0065,Z012,111.793621226218,880.5791675
Z012E0066,Z012,62.6666666666667,908.89889
Z012E0067,Z012,81.293621226218,906.9013875
Z012E0068,Z012,104,862.511945
Z012E0069,Z012,92,920.5527775
Z012E0070,Z012,83.543621226218,934.4830575
Z012E0071,Z012,69.043621226218,985.038335
Z012E0072,Z012,77.3333333333333,979.4830575
Z012E0073,Z012,NA,985.038335
Z012E0074,Z012,71.793621226218,910.1369425
Z012E0075,Z012,62.4830838030432,947.8172225
Z012E0076,Z012,72.5,922.781041971491
Z012E0077,Z012,108.793621226218,898.483055
Z012E0078,Z012,49.7330838030432,935.406183028509
Z012E0079,Z012,98.5338323939137,985.038335
Z012E0080,Z012,82.0534100585223,934.4830575
Z012E0081,Z012,80.8333333333334,970.127293028509
Z012E0082,Z012,102.793621226218,903.608055
Z012E0083,Z012,63,979.4830575
Z012E0084,Z012,94.1666666666667,903.608055
Z012E0085,Z012,108.043621226218,946.4541675
Z012E0086,Z012,86.793621226218,951.5936125
Z012E0087,Z012,70.043621226218,985.038335
Z012E0088,Z012,37.5338323939136,1036.51673802851
Z012E0089,Z012,80.293621226218,951.5936125
Z012E0090,Z012,114.710287891218,866.6922225
Z012E0091,Z012,102.833333333333,930.4566675
Z012E0092,Z012,77.1666666666667,861.6922225
Z012E0093,Z012,63.793621226218,985.038335
Z012E0094,Z012,NA,933.559931971491
Z012E0095,Z012,108.293621226218,947.8172225
Z012E0096,Z012,71.7330838030432,970.127293028509
Z012E0097,Z012,86.543621226218,985.038335
Z012E0098,Z012,58.6666666666667,985.038335
Z012E0099,Z012,86.5534100585223,979.4830575
Z012E0100,Z012,85.0534100585223,940.4566675
Z012E0101,Z012,69.7330838030432,896.7066675
Z012E0102,Z012,107.543621226218,903.608055
Z012E0103,Z012,92.543621226218,877.7763875
Z012E0104,Z012,101.333333333333,859.4541675
Z012E0105,Z012,67.9732949707388,979.4830575
Z012E0106,Z012,124.293621226218,869.038335
Z012E0107,Z012,105.053410058522,920.5527775
Z012E0108,Z012,159.412757547564,862.6369425
Z012E0109,Z012,80.293621226218,985.038335
Z012E0110,Z012,96.1666666666666,934.4830575
Z012E0111,Z012,118.293621226218,849.5816675
Z012E0112,Z012,58.3333333333333,947.8172225
Z012E0113,Z012,110.793621226218,861.6922225
Z012E0114,Z012,95.5,861.636945
Z012E0115,Z012,92.9830838030432,962.9566675
Z012E0116,Z012,124.793621226218,886.0672225
Z012E0117,Z012,88.8333333333333,940.4566675
Z012E0118,Z012,86.9830838030432,926.5263875
Z012E0119,Z012,81.793621226218,916.5263875
Z012E0120,Z012,51.5534100585223,933.559931971491
Z012E0121,Z012,136.793621226218,925.0672225
Z012E0122,Z012,114.733083803043,951.8436125
Z012E0123,Z012,95,968.788335
Z012E0124,Z012,84.293621226218,962.9566675
Z012E0125,Z012,45.0534100585223,1025.40618302851
Z012E0126,Z012,88.3333333333334,924.0672225
Z012E0127,Z012,61.293621226218,962.9566675
Z012E0128,Z012,106.293621226218,906.9013875
Z012E0129,Z012,91.793621226218,951.8436125
Z012E0130,Z012,NA,985.038335
Z012E0131,Z012,90.543621226218,933.559931971491
Z012E0132,Z012,71.5534100585223,951.8436125
Z012E0133,Z012,70.2330838030432,914.8725
Z012E0134,Z012,127.666666666667,900.4422225
Z012E0135,Z012,71.8333333333334,982.538335
Z012E0136,Z012,88.043621226218,951.8436125
Z012E0137,Z012,43.0534100585223,NA
Z012E0138,Z012,98.0534100585223,935.406183028509
Z012E0139,Z012,71.0534100585223,962.9566675
Z012E0140,Z012,100.543621226218,940.4566675
Z012E0141,Z012,79.293621226218,979.4830575
Z012E0142,Z012,106.043621226218,985.038335
Z012E0143,Z012,98.543621226218,916.5263875
Z012E0144,Z012,117.793621226218,940.4566675
Z012E0145,Z012,95.043621226218,934.4830575
Z012E0146,Z012,69.293621226218,925.0672225
Z012E0147,Z012,71,985.038335
Z012E0148,Z012,95.5534100585223,933.559931971491
Z012E0149,Z012,85.6666666666667,907.1922225
Z012E0150,Z012,76.293621226218,979.4830575
Z012E0151,Z012,96.293621226218,920.5527775
Z012E0152,Z012,55.5534100585223,985.038335
Z012E0153,Z012,123.483083803043,865.1922225
Z012E0154,Z012,69.6666666666667,934.4830575
Z012E0155,Z012,50.543621226218,896.6633325
Z012E0156,Z012,83.0338323939136,947.8172225
Z012E0157,Z012,61.793621226218,941.4975
Z012E0158,Z012,73.6666666666667,1025.40618302851
Z012E0159,Z012,NA,NA
Z012E0160,Z012,65.0534100585223,992.353403028509
Z012E0161,Z012,77,929.0936125
Z012E0162,Z012,NA,910.4422225
Z012E0163,Z012,132.793621226218,896.261945
Z012E0164,Z012,73.0534100585223,968.788335
Z012E0165,Z012,84.6666666666667,917.8027775
Z012E0166,Z012,32.793621226218,933.559931971491
Z012E0167,Z012,NA,933.559931971491
Z012E0168,Z012,84.0534100585223,871.360555
Z012E0169,Z012,42.543621226218,985.038335
Z012E0170,Z012,133.543621226218,879.5408325
