genotype,family,EarDiameter_NY,EarWeight_NY,KernelWeight_NY,PlantHeight_NY,GDDDaystoSilk_NY
Z005E0144,Z005,40.407697422787,78.293621226218,4.20807012793367,175,970.127293028509
Z005E0145,Z005,42,72.1666666666667,2.95,162.5,1025.40618302851
Z005E0146,Z005,45.907697422787,140.793621226218,5.93307012793367,146.25,876.9422225
Z005E0147,Z005,45.6666666666667,89.6666666666667,5.38333333333333,175,910.110555
Z005E0148,Z005,42.157697422787,75.043621226218,4.63307012793367,177.5,940.4566675
Z005E0149,Z005,43.2915955819674,84,4.21666666666667,172.5,947.8172225
Z005E0150,Z005,40.907697422787,74.293621226218,3.70807012793367,178.384299261511,951.8436125
Z005E0151,Z005,35.8985860095089,21.0534100585223,4.0417621608067,158.384299261511,NA
Z005E0152,Z005,39.6666666666667,58,4.53333333333333,165,962.9566675
Z005E0153,Z005,43.184605154426,67.412757547564,3.28385974413267,182.5,980.406183028509
Z005E0154,Z005,45.6666666666667,153.543621226218,6.50807012793367,178.75,913.72111
Z005E0155,Z005,42.157697422787,96.043621226218,4.55807012793367,172.5,947.8172225
Z005E0156,Z005,46.907697422787,150.793621226218,4.90807012793367,180,934.4830575
Z005E0157,Z005,36.407697422787,52.543621226218,3.53307012793367,161.615700738489,1031.51673802851
Z005E0158,Z005,44.907697422787,107.043621226218,5.50807012793367,155,877.64889
Z005E0159,Z005,44.657697422787,107.293621226218,4.15807012793367,165,910.5936125
Z005E0160,Z005,37.3333333333333,45.793621226218,3.2,107.5,887.627293028509
Z005E0161,Z005,41.5,94.6666666666667,4.25,130,871.1225
Z005E0162,Z005,46.157697422787,120.793621226218,4.65807012793367,147.5,930.4566675
Z005E0163,Z005,44.8985860095089,82.0534100585223,4.3417621608067,183.384299261511,940.4566675
Z005E0164,Z005,36.907697422787,69,4.03333333333333,190,985.038335
Z005E0165,Z005,42,101,4.6,178.75,969.9277775
Z005E0166,Z005,40.3333333333333,84.3333333333333,4.11666666666667,142.5,930.4566675
Z005E0167,Z005,42.2915955819674,58.5534100585223,4.21281095246968,146.615700738489,992.353403028509
Z005E0168,Z005,42.907697422787,63.293621226218,3.23307012793367,177.5,951.8436125
Z005E0169,Z005,42.907697422787,77.793621226218,4.60807012793367,167.5,992.353403028509
Z005E0170,Z005,45.1666666666667,122,4.1,175,887.627293028509
Z005E0171,Z005,41.407697422787,70.5,3.05,170,1036.51673802851
Z005E0172,Z005,40.5,121.666666666667,4.95,187.5,873.2186125
Z005E0173,Z005,41.6666666666667,111.166666666667,4.88333333333333,157.5,896.6633325
Z005E0174,Z005,42.407697422787,113.043621226218,4.30807012793367,180,968.788335
Z005E0175,Z005,45.5,97.8333333333333,5.11666666666667,160,930.4566675
Z005E0176,Z005,37.6666666666667,74.5,4.15,152.5,947.8172225
Z005E0177,Z005,44.9168088360651,114.033832393914,5.72437809506063,177.5,904.8725
Z005E0178,Z005,37,65,4.08333333333333,175,947.8172225
Z005E0179,Z005,43.907697422787,109.543621226218,5.78307012793367,147.5,873.2186125
Z005E0180,Z005,41.157697422787,110.793621226218,5.30807012793367,160,871.1225
Z005E0181,Z005,42.2915955819674,51.4830838030432,3.48781095246968,221.615700738489,1036.51673802851
Z005E0182,Z005,35.8985860095089,NA,3.7417621608067,185,1036.51673802851
Z005E0183,Z005,44.6666666666667,73.543621226218,5.58781095246968,171.615700738489,947.353403028509
Z005E0184,Z005,44.657697422787,96.543621226218,3.65807012793367,152.5,962.074513028509
Z005E0185,Z005,37.407697422787,71.043621226218,3.85807012793367,147.5,934.4830575
Z005E0186,Z005,46.157697422787,104.043621226218,4.68307012793367,170,844.5816675
Z005E0187,Z005,40.5415955819674,76.4830838030432,3.68781095246968,201.615700738489,1017.07451302851
Z005E0188,Z005,45.657697422787,173.793621226218,5.53307012793367,195,850.110555
Z005E0189,Z005,40.657697422787,97.043621226218,4.68307012793367,192.5,940.4566675
Z005E0190,Z005,43.407697422787,75.043621226218,4.68307012793367,133.75,849.853403028509
Z005E0191,Z005,NA,NA,NA,NA,1036.51673802851
Z005E0192,Z005,38.9168088360651,58.5338323939136,3.17437809506063,193.384299261511,975.3172225
Z005E0193,Z005,44.5,93.5,4.31666666666667,164.58333335,868.9975
Z005E0194,Z005,34.9168088360651,58.5338323939136,3.77911891959665,162.5,896.7066675
Z005E0195,Z005,47.657697422787,154.793621226218,5.28307012793367,142.5,900.288335
Z005E0196,Z005,48.3985860095089,157.553410058522,4.5417621608067,145,930.4566675
Z005E0197,Z005,39.657697422787,78.793621226218,3.68307012793367,163.75,1031.51673802851
Z005E0198,Z005,33.8333333333333,60.1666666666667,3.95,162.5,992.353403028509
Z005E0199,Z005,44.3985860095089,92.5534100585223,3.8917621608067,140,980.406183028509
Z005E0200,Z005,40.0507069952455,80.4732949707388,4.37911891959665,158.75,937.9133325
Z005E0201,Z005,46.5777777766667,121.606628320739,4.624074074,170.7142857,860.980195
Z005E0202,Z005,NA,NA,3.2417621608067,NA,1036.51673802851
Z005E0204,Z005,40.8985860095089,NA,4.2917621608067,NA,NA
Z005E0210,Z005,54.8985860095089,219.053410058522,5.2417621608067,NA,NA
Z005E0211,Z005,38.3985860095089,57.5534100585223,3.2917621608067,NA,NA
Z005E0212,Z005,46.3985860095089,81.0534100585223,4.0417621608067,NA,NA
Z005E0213,Z005,NA,NA,NA,NA,NA
Z005E0215,Z005,NA,NA,NA,NA,NA
Z005E0233,Z005,48.3985860095089,130.053410058522,5.7417621608067,NA,NA
Z005E0249,Z005,43.8985860095089,103.553410058522,5.4417621608067,NA,NA
Z005E0267,Z005,44.8985860095089,133.553410058522,4.6917621608067,NA,NA
Z005E0269,Z005,40.3985860095089,99.0534100585223,4.8917621608067,NA,NA
Z005E0270,Z005,41.8985860095089,54.0534100585223,4.2417621608067,NA,NA
Z006E0001,Z006,42.8985860095089,85.7200767285223,5.3417621608067,182.5,868.9975
Z006E0002,Z006,39.3985860095089,83.0534100585223,3.8417621608067,132.5,891.3172225
Z006E0003,Z006,42.2915955819674,99.4830838030432,3.23781095246968,145,914.574513028509
Z006E0004,Z006,NA,NA,NA,174.16666665,907.1922225
Z006E0005,Z006,42.3985860095089,78.0534100585223,5.1917621608067,135,913.2908325
Z006E0006,Z006,46.7915955819674,90.4830838030432,4.16281095246968,157.5,903.2330575
Z006E0007,Z006,42.3985860095089,101.053410058522,3.8917621608067,135,864.6922225
Z006E0008,Z006,45.3985860095089,90.5534100585223,5.2917621608067,197.5,905.2041675
Z006E0009,Z006,46.7915955819674,90.7200767585224,4.31281095246968,172.5,910.2475
Z006E0010,Z006,NA,NA,NA,143.384299261511,910.5936125
Z006E0011,Z006,36.2915955819674,90.2330838030432,4.23781095246968,180,930.4566675
Z006E0012,Z006,37.0415955819674,69.7330838030432,2.78781095246968,130,930.4566675
Z006E0013,Z006,43.7915955819674,129.733083803043,4.18781095246968,158.75,850.8436125
Z006E0014,Z006,44.8985860095089,75.5534100585223,5.6917621608067,190,864.6922225
Z006E0015,Z006,39.8985860095089,34.0534100585223,3.1417621608067,132.5,863.4686125
Z006E0016,Z006,49.2915955819674,141.233083803043,4.5917621608067,155,889.3027775
Z006E0017,Z006,46.8985860095089,60.5534100585223,8.7750954938067,172.5,880.5791675
Z006E0018,Z006,46.0415955819674,92.7330838030432,4.31281095246968,143.75,859.853403028509
Z006E0019,Z006,NA,NA,NA,162.5,898.860555
Z006E0020,Z006,43.8985860095089,100.053410058522,4.3417621608067,185,897.8436125
Z006E0021,Z006,NA,NA,NA,147.5,893.4277775
Z006E0022,Z006,NA,NA,NA,130,817.6922225
Z006E0023,Z006,43.0415955819674,93.9830838030432,4.23781095246968,193.384299261511,900.4422225
Z006E0024,Z006,39.8985860095089,64.5534100585223,3.4917621608067,170,1025.40618302851
Z006E0025,Z006,48.3985860095089,92.0534100585223,4.2417621608067,191.25,904.8725
Z006E0026,Z006,42.5415955819674,121.233083803043,3.71281095246968,192.5,861.6922225
Z006E0027,Z006,44.3985860095089,61.0534100585223,3.0417621608067,158.384299261511,918.6777775
Z006E0028,Z006,41.5415955819674,74.2330838030432,4.73781095246968,173.384299261511,901.516738028509
Z006E0029,Z006,39.5415955819674,76.7330838030432,2.83781095246968,152.5,896.7066675
Z006E0030,Z006,43.184605154426,92.412757547564,3.48385974413267,145,917.538335
Z006E0031,Z006,43.5415955819674,97.9830838030431,3.46281095246968,162.5,897.8436125
Z006E0032,Z006,40.7915955819674,71.4830838030432,3.96281095246968,NA,992.353403028509
Z006E0033,Z006,41.8985860095089,90.0534100585223,4.5917621608067,165,817.6922225
Z006E0034,Z006,42.5415955819674,98.0534100585223,3.58781095246968,142.5,927.353403028509
Z006E0035,Z006,35.5415955819674,57.2330838030432,3.66281095246968,152.5,927.353403028509
Z006E0036,Z006,41.8985860095089,71.5534100585223,2.3417621608067,155,903.2330575
Z006E0037,Z006,47.8985860095089,119.053410058522,4.7417621608067,152.5,979.4830575
Z006E0038,Z006,41.2915955819674,84.9830838030432,3.33781095246968,126.615700738489,836.516738028509
Z006E0039,Z006,NA,NA,NA,172.5,900.2475
Z006E0040,Z006,45.184605154426,95.412757547564,3.83385974413267,175,776.52389
Z006E0041,Z006,49.3985860095089,142.553410058522,5.5417621608067,162.5,803.742848028509
Z006E0042,Z006,42.5415955819674,88.7330838030432,4.58781095246968,165,834.97111
Z006E0043,Z006,38.5415955819674,59.7330838030432,3.91281095246968,127.5,917.538335
Z006E0044,Z006,39.8985860095089,88.5534100585223,4.4417621608067,150,905.2041675
Z006E0045,Z006,NA,NA,NA,128.75,879.64889
Z006E0046,Z006,46.8985860095089,130.553410058522,4.0417621608067,137.5,883.3436125
Z006E0047,Z006,40.8985860095089,94.5534100585223,3.7417621608067,140,974.6922225
Z006E0048,Z006,46.7915955819674,98.9830838030432,3.51281095246968,185,946.636945
Z006E0049,Z006,NA,102.233083803043,4.26281095246968,172.5,866.1225
Z006E0050,Z006,50.3985860095089,146.553410058522,4.1917621608067,180,930.110555
Z006E0051,Z006,47.0415955819674,117.053410058522,5.1417621608067,187.5,900.4422225
Z006E0052,Z006,45.2915955819674,85.7330838030432,4.16281095246968,150,863.4686125
Z006E0053,Z006,43.3985860095089,90.5534100585223,3.6417621608067,132.5,886.360555
Z006E0054,Z006,46.5415955819674,108.233083803043,3.41281095246968,152.5,859.4541675
Z006E0055,Z006,40.0415955819674,74.4830838030432,3.46281095246968,172.5,985.038335
Z006E0056,Z006,44.0415955819674,101.983083803043,3.46281095246968,147.5,885.038335
Z006E0057,Z006,41.0415955819674,89.9830838030432,3.63781095246968,170,889.8725
Z006E0058,Z006,37.8985860095089,74.4830838030432,3.38781095246968,162.5,862.511945
Z006E0059,Z006,41.3985860095089,84.0534100585223,3.9417621608067,172.5,891.9541675
Z006E0060,Z006,51.3985860095089,99.5534100585223,4.7417621608067,142.5,856.1080575
Z006E0061,Z006,42.7915955819674,77.4830838030432,3.53781095246968,145,924.136945
Z006E0062,Z006,41.8985860095089,75.0534100585223,4.5417621608067,130,910.5936125
Z006E0063,Z006,39.8985860095089,69.5534100585223,3.0917621608067,185,956.9830575
Z006E0064,Z006,40.684605154426,74.412757547564,3.93385974413267,185,930.4566675
Z006E0065,Z006,35.8985860095089,74.0534100585223,2.7917621608067,140,962.9566675
Z006E0066,Z006,39.8985860095089,74.5534100585223,4.5417621608067,197.5,934.4830575
Z006E0067,Z006,44.184605154426,77.912757547564,3.03385974413267,148.384299261511,982.538335
Z006E0068,Z006,38.7915955819674,88.4830838030431,3.48781095246968,162.5,869.038335
Z006E0069,Z006,42.2915955819674,92.4830838030432,4.28781095246968,168.384299261511,917.538335
Z006E0070,Z006,40.5415955819674,110.053410058522,3.4417621608067,160,917.538335
Z006E0071,Z006,43.5415955819674,112.483083803043,4.88781095246968,166.615700738489,887.627293028509
Z006E0072,Z006,44.8985860095089,69.0534100585223,3.4417621608067,135,861.636945
Z006E0073,Z006,42.3985860095089,94.5534100585223,3.8417621608067,140,896.7066675
Z006E0074,Z006,42.8985860095089,95.0534100585223,3.9417621608067,162.5,864.6922225
Z006E0075,Z006,35.7915955819674,59.9830838030432,3.36281095246968,140,924.0672225
Z006E0076,Z006,40.8985860095089,40.5534100585223,4.7417621608067,147.5,850.8436125
Z006E0077,Z006,40.3985860095089,82.0534100585223,3.4917621608067,142.5,821.52639
Z006E0078,Z006,39.5415955819674,61.9830838030432,3.56281095246968,147.5,951.8436125
Z006E0079,Z006,39.8985860095089,79.5534100585223,3.3917621608067,187.5,897.1922225
Z006E0080,Z006,44.8985860095089,116.053410058522,4.2917621608067,185,947.8172225
Z006E0081,Z006,43.5415955819674,90.7330838030432,3.46281095246968,182.5,924.136945
Z006E0082,Z006,39.5415955819674,75.4830838030432,4.03781095246968,161.615700738489,872.906183028509
Z006E0083,Z006,44.0415955819674,107.233083803043,3.58781095246968,117.5,905.2041675
Z006E0084,Z006,42.184605154426,49.412757547564,3.28385974413267,192.5,903.72111
Z006E0085,Z006,42.8985860095089,71.0534100585223,3.3417621608067,122.5,924.0672225
Z006E0086,Z006,43.5415955819674,126.233083803043,5.06281095246968,145.83333335,897.8436125
Z006E0087,Z006,43.0415955819674,85.4830838030432,4.58781095246968,190,890.2475
Z006E0088,Z006,41.3985860095089,118.553410058522,4.6917621608067,197.5,903.2330575
Z006E0089,Z006,49.3985860095089,128.553410058522,3.9417621608067,166.615700738489,947.353403028509
Z006E0090,Z006,42.8985860095089,88.0534100585223,3.6417621608067,152.5,881.360555
Z006E0091,Z006,45.3985860095089,94.0534100585223,4.7417621608067,157.5,930.4566675
Z006E0092,Z006,41.3985860095089,81.0534100585223,2.9417621608067,157.5,904.8725
Z006E0093,Z006,37.2915955819674,53.7330838030432,3.41281095246968,137.5,843.0672225
Z006E0094,Z006,47.5415955819674,101.983083803043,4.66281095246968,137.5,836.516738028509
Z006E0095,Z006,43.8985860095089,79.5534100585223,4.1417621608067,150,865.1922225
Z006E0096,Z006,38.8985860095089,48.0534100585223,4.8417621608067,126.615700738489,947.353403028509
Z006E0097,Z006,43.3985860095089,85.0534100585223,3.13781095246968,128.75,857.511945
Z006E0098,Z006,41.8985860095089,92.0534100585223,4.0917621608067,198.384299261511,935.406183028509
Z006E0099,Z006,NA,NA,NA,140,887.627293028509
Z006E0100,Z006,40.2915955819674,90.7330838030432,4.58781095246968,116.25,844.5816675
Z006E0101,Z006,46.3985860095089,84.5534100585223,4.1417621608067,182.5,871.360555
Z006E0102,Z006,38.8985860095089,82.5534100585223,3.1417621608067,165,848.3052775
Z006E0103,Z006,42.5415955819674,55.4830838030432,2.41281095246968,137.5,951.8436125
Z006E0104,Z006,50.3985860095089,127.553410058522,4.1417621608067,135,914.574513028509
Z006E0105,Z006,43.184605154426,89.412757547564,3.68385974413267,147.5,962.9566675
Z006E0106,Z006,NA,NA,NA,135,897.1922225
Z006E0107,Z006,40.3985860095089,72.5534100585223,3.1417621608067,180,850.8436125
Z006E0108,Z006,NA,NA,NA,147.5,940.4566675
Z006E0109,Z006,40.2915955819674,73.7330838030432,3.53781095246968,157.5,892.886945
Z006E0110,Z006,48.3985860095089,106.053410058522,4.2417621608067,154.949034038489,900.2475
Z006E0111,Z006,44.2915955819674,114.983083803043,5.46281095246968,145,863.4686125
Z006E0112,Z006,45.8985860095089,132.053410058522,4.3417621608067,115,927.47111
Z006E0113,Z006,44.3985860095089,93.0534100585223,3.3417621608067,135,951.8436125
Z006E0114,Z006,34.8985860095089,61.0534100585223,2.7917621608067,148.33333335,850.110555
Z006E0115,Z006,42.8985860095089,84.5534100585223,3.6917621608067,180,927.353403028509
Z006E0116,Z006,45.3985860095089,100.553410058522,3.3417621608067,180,837.913335
Z006E0117,Z006,50.8985860095089,118.553410058522,4.9917621608067,172.5,917.538335
Z006E0118,Z006,39.8985860095089,85.5534100585223,3.0917621608067,175,970.127293028509
Z006E0119,Z006,42.5415955819674,51.7330838030432,3.31281095246968,147.5,962.074513028509
Z006E0120,Z006,40.3985860095089,74.0534100585223,3.5917621608067,150,930.4566675
Z006E0121,Z006,38.3985860095089,63.5534100585223,3.7417621608067,127.5,910.5936125
Z006E0122,Z006,48.8985860095089,106.553410058522,3.6917621608067,147.5,886.0672225
Z006E0123,Z006,43.0415955819674,80.2330838030432,3.68781095246968,148.384299261511,917.538335
Z006E0124,Z006,40.8985860095089,79.5534100585223,2.5417621608067,150,910.5936125
Z006E0125,Z006,41.0415955819674,95.2330838030432,5.42947761896968,157.5,843.4422225
Z006E0126,Z006,41.2915955819674,107.233083803043,3.78781095246968,157.5,827.788335
Z006E0127,Z006,40.184605154426,104.412757547564,4.58385974413267,181.25,882.7763875
Z006E0128,Z006,43.0415955819674,72.2330838030432,3.11281095246968,150,956.9830575
Z006E0129,Z006,45.3985860095089,110.053410058522,5.1417621608067,167.5,889.8725
Z006E0130,Z006,NA,NA,NA,162.5,927.353403028509
Z006E0131,Z006,46.184605154426,150.412757547564,5.18385974413267,187.5,799.5791675
Z006E0132,Z006,NA,NA,NA,152.5,864.6922225
Z006E0133,Z006,48.3985860095089,97.5534100585223,4.0417621608067,127.5,940.4566675
Z006E0134,Z006,42.8985860095089,76.0534100585223,5.3417621608067,162.5,851.485555
Z006E0135,Z006,41.5415955819674,102.983083803043,3.86281095246968,177.5,881.360555
Z006E0136,Z006,38.3985860095089,74.0534100585223,3.3917621608067,187.5,962.9566675
Z006E0137,Z006,44.8985860095089,101.053410058522,4.0417621608067,145,942.4277775
Z006E0138,Z006,39.8985860095089,90.5534100585223,3.4917621608067,150,918.6777775
Z006E0139,Z006,44.184605154426,92.412757547564,3.68385974413267,170,882.886945
Z006E0140,Z006,NA,NA,NA,167.5,897.8436125
Z006E0141,Z006,44.8985860095089,103.553410058522,3.7917621608067,178.75,892.886945
Z006E0142,Z006,40.684605154426,74.412757547564,3.53385974413267,165,914.574513028509
Z006E0143,Z006,NA,NA,NA,167.5,826.163335
Z006E0144,Z006,37.8985860095089,99.0534100585223,4.9750954938067,122.5,947.8172225
Z006E0145,Z006,42.3985860095089,92.5534100585223,3.5917621608067,177.5,876.360555
Z006E0146,Z006,38.7915955819674,109.733083803043,3.46281095246968,141.25,850.110555
Z006E0147,Z006,44.184605154426,98.412757547564,3.28385974413267,145,947.8172225
Z006E0148,Z006,49.3985860095089,109.053410058522,4.2417621608067,170,844.5816675
Z006E0149,Z006,43.2915955819674,117.233083803043,4.71281095246968,175,873.2186125
Z006E0150,Z006,48.7915955819674,101.553410058522,3.4917621608067,162.5,940.4566675
Z006E0151,Z006,44.3985860095089,40.7200767285223,4.2417621608067,130,874.6922225
Z006E0152,Z006,39.7915955819674,66.9830838030432,2.9417621608067,130,850.110555
Z006E0153,Z006,37.3985860095089,71.0534100585223,2.9917621608067,140,907.1922225
Z006E0154,Z006,41.5415955819674,78.2330838030432,3.91281095246968,152.5,951.5936125
Z006E0155,Z006,NA,NA,NA,NA,947.353403028509
Z006E0156,Z006,40.8985860095089,81.0534100585223,3.5417621608067,127.5,917.538335
Z006E0157,Z006,45.3985860095089,106.053410058522,3.1417621608067,142.5,865.233055
Z006E0158,Z006,40.2915955819674,44.9830838030432,3.46281095246968,133.384299261511,917.538335
Z006E0159,Z006,46.8985860095089,144.053410058522,3.9917621608067,112.5,876.5672225
Z006E0160,Z006,42.2915955819674,75.9830838030432,4.56281095246968,140,934.4830575
Z006E0161,Z006,43.0415955819674,68.4830838030432,4.16281095246968,147.5,917.538335
Z006E0162,Z006,50.5415955819674,120.233083803043,4.16281095246968,142.5,809.4422225
Z006E0163,Z006,45.3985860095089,110.553410058522,3.2917621608067,115,903.2330575
Z006E0164,Z006,51.5415955819674,109.983083803043,5.66281095246968,163.384299261511,861.636945
Z006E0165,Z006,44.7915955819674,78.2330838030431,3.51281095246968,165,1025.40618302851
Z006E0166,Z006,41.0415955819674,112.483083803043,3.33781095246968,147.5,862.511945
Z006E0167,Z006,42.5415955819674,64.7330838030432,2.58781095246968,135,985.038335
Z006E0168,Z006,39.0415955819674,84.9830838030432,3.66281095246968,145,891.7066675
Z006E0169,Z006,44.3985860095089,112.553410058522,4.5417621608067,157.5,859.4541675
Z006E0170,Z006,39.5415955819674,61.0534100585223,2.3417621608067,131.615700738489,962.074513028509
Z006E0171,Z006,46.8985860095089,133.553410058522,4.1417621608067,182.5,843.0672225
Z006E0172,Z006,34.8985860095089,66.0534100585223,4.4417621608067,117.5,861.636945
Z006E0173,Z006,43.5415955819674,96.7330838030432,4.31281095246968,150,927.353403028509
Z006E0174,Z006,40.8985860095089,50.0534100585223,4.6417621608067,155,872.906183028509
Z006E0175,Z006,41.3985860095089,76.5534100585223,2.8917621608067,172.5,947.353403028509
Z006E0176,Z006,46.8985860095089,77.0534100585223,3.61281095246968,173.384299261511,NA
Z006E0177,Z006,42.2915955819674,75.9830838030432,3.46281095246968,150,912.14889
Z006E0178,Z006,43.5415955819674,87.2330838030432,4.31281095246968,165,875.9422225
Z006E0179,Z006,39.0415955819674,79.7330838030432,3.76281095246968,153.384299261511,901.516738028509
Z006E0180,Z006,42.3985860095089,86.0534100585223,3.1917621608067,125,890.2475
Z006E0181,Z006,50.0415955819674,137.733083803043,4.66281095246968,167.5,872.906183028509
Z006E0182,Z006,46.3985860095089,89.0534100585223,3.2917621608067,125,992.353403028509
Z006E0183,Z006,47.2915955819674,93.7330838030432,3.43781095246968,155,920.110555
Z006E0184,Z006,41.5415955819674,69.4830838030432,4.07947761896968,127.5,896.7066675
Z006E0185,Z006,49.3985860095089,115.553410058522,4.5417621608067,182.5,972.8172225
Z006E0186,Z006,44.3985860095089,60.0534100585223,3.0917621608067,112.5,859.4541675
Z006E0187,Z006,NA,NA,NA,176.615700738489,924.0672225
Z006E0188,Z006,43.8985860095089,83.0534100585223,3.3917621608067,127.5,849.5816675
Z006E0189,Z006,44.184605154426,82.412757547564,5.28385974413267,151.615700738489,962.074513028509
Z006E0190,Z006,41.0415955819674,98.9830838030432,3.03781095246968,164.16666665,887.52389
Z006E0191,Z006,40.5415955819674,69.4830838030432,4.78781095246968,147.5,881.360555
Z006E0192,Z006,42.0415955819674,73.7330838030432,3.76281095246968,120,886.360555
Z006E0193,Z006,40.684605154426,103.412757547564,4.48385974413267,177.5,896.6633325
Z006E0194,Z006,37.5415955819674,73.9830838030432,3.06281095246968,183.384299261511,904.8725
Z006E0195,Z006,41.5415955819674,91.9830838030432,3.31281095246968,150,855.02389
Z006E0196,Z006,45.0415955819674,109.733083803043,5.71281095246968,140,872.906183028509
Z006E0197,Z006,43.7915955819674,106.233083803043,3.78781095246968,185,869.038335
Z006E0198,Z006,NA,NA,NA,157.5,927.353403028509
Z006E0199,Z006,43.3985860095089,99.0534100585223,3.4917621608067,182.5,832.8316675
Z006E0200,Z006,38.8985860095089,76.5534100585223,3.8417621608067,175,866.6922225
Z006E0201,Z006,46.3790955819674,125.058083803043,4.49781095246968,174.2857143,852.14420175
Z006E0202,Z006,41.3283602869674,63.5272014480432,3.16439825396968,135,958.98007065
Z006E0203,Z006,49.3985860095089,148.553410058522,4.2917621608067,NA,NA
Z006E0204,Z006,39.8985860095089,72.0534100585223,3.5917621608067,NA,NA
Z006E0206,Z006,43.3985860095089,72.0534100585223,3.8417621608067,NA,NA
Z006E0215,Z006,41.3985860095089,76.0534100585223,3.5417621608067,NA,NA
Z006E0216,Z006,42.3985860095089,83.0534100585223,3.7917621608067,NA,NA
Z006E0219,Z006,43.3985860095089,78.0534100585223,3.9917621608067,NA,NA
Z006E0224,Z006,34.8985860095089,59.0534100585223,2.7917621608067,NA,NA
Z006E0225,Z006,39.8985860095089,89.5534100585223,3.4417621608067,NA,NA
Z006E0226,Z006,42.3985860095089,69.0534100585223,3.0417621608067,NA,NA
Z006E0228,Z006,44.3985860095089,104.053410058522,4.9417621608067,NA,NA
Z006E0232,Z006,40.8985860095089,93.5534100585223,3.5917621608067,NA,NA
Z006E0233,Z006,46.3985860095089,154.053410058522,5.3417621608067,NA,NA
Z006E0255,Z006,41.3985860095089,114.053410058522,3.4917621608067,NA,NA
Z007E0001,Z007,40.241030757787,95.543621226218,4.38307012793367,190,927.353403028509
Z007E0002,Z007,38.657697422787,96.793621226218,3.95807012793367,192.5,866.1225
Z007E0003,Z007,38.5,71,4.28333333333333,167.5,917.538335
Z007E0004,Z007,39.8333333333333,85,4.08333333333333,178.384299261511,937.9133325
Z007E0005,Z007,29.157697422787,20.293621226218,2.63307012793367,182.5,962.074513028509
Z007E0006,Z007,43.5507069952455,145.723294970739,3.85411891959665,192.5,866.22111
Z007E0007,Z007,47.157697422787,142.793621226218,4.93307012793367,172.5,872.906183028509
Z007E0008,Z007,41,77.3333333333333,3.43333333333333,172.5,819.574513028509
Z007E0009,Z007,41.8985860095089,95.0534100585223,3.6417621608067,166.615700738489,927.353403028509
Z007E0010,Z007,42.8985860095089,69.5534100585223,3.3417621608067,172.5,819.574513028509
Z007E0011,Z007,40.3333333333333,85.5,4.13333333333333,158.384299261511,901.516738028509
Z007E0012,Z007,40.907697422787,85.793621226218,3.10807012793367,170,941.4975
Z007E0013,Z007,43.907697422787,108.793621226218,4.10807012793367,170,930.4566675
Z007E0014,Z007,39.5,73.6666666666667,3.3,162.5,871.108055
Z007E0015,Z007,37,71,3.2,160,896.6633325
Z007E0016,Z007,44.3985860095089,111.053410058522,5.0417621608067,221.615700738489,1004.01673802851
Z007E0017,Z007,34.8333333333333,40.5,3.63333333333333,180,946.636945
Z007E0018,Z007,47.184605154426,102.412757547564,5.28385974413267,202.5,934.4830575
Z007E0019,Z007,36.907697422787,63.793621226218,3.18307012793367,137.5,868.65139
Z007E0020,Z007,36.657697422787,78.293621226218,3.63307012793367,172.5,979.4830575
Z007E0021,Z007,42.8985860095089,117.053410058522,4.4417621608067,156.615700738489,947.353403028509
Z007E0022,Z007,41,97.5,4.63333333333333,152.5,885.009445
Z007E0023,Z007,35.8985860095089,62.543621226218,2.63307012793367,170,975.3172225
Z007E0024,Z007,37.157697422787,76.043621226218,4.83307012793367,172.5,891.9541675
Z007E0025,Z007,45.8333333333333,148.166666666667,6.01666666666667,172.5,900.4422225
Z007E0026,Z007,36.407697422787,65.293621226218,3.95807012793367,175,897.1922225
Z007E0027,Z007,41.9168088360651,108.533832393914,4.97437809506063,161.615700738489,947.353403028509
Z007E0028,Z007,36.157697422787,58.293621226218,3.55807012793367,182.5,910.5936125
Z007E0029,Z007,40.8333333333333,98.1666666666667,4.13333333333333,143.75,855.110555
Z007E0030,Z007,37.3333333333333,82.6666666666667,4.8,157.5,891.9541675
Z007E0031,Z007,39.741030757787,72.543621226218,2.40807012793367,183.384299261511,920.110555
Z007E0032,Z007,33.657697422787,53.293621226218,3.40807012793367,172.5,913.72111
Z007E0033,Z007,39.8985860095089,53.0534100585223,5.6417621608067,161.25,970.127293028509
Z007E0034,Z007,42.657697422787,86.793621226218,3.75807012793367,165,866.6922225
Z007E0035,Z007,42.5507069952455,138.473294970739,4.32911891959665,206.615700738489,927.353403028509
Z007E0036,Z007,43.3985860095089,60.0534100585223,3.5417621608067,151.615700738489,914.574513028509
Z007E0037,Z007,38.7915955819674,90.9830838030432,4.16281095246968,180,876.9422225
Z007E0038,Z007,38.3985860095089,78.5534100585223,3.8917621608067,186.615700738489,935.406183028509
Z007E0039,Z007,39.8985860095089,75.0534100585223,3.7417621608067,186.615700738489,887.627293028509
Z007E0040,Z007,39.8985860095089,63.0534100585223,3.3417621608067,184.115700738489,947.353403028509
Z007E0041,Z007,39.9168088360651,99.5338323939136,4.67437809506063,157.5,930.110555
Z007E0042,Z007,34.6666666666667,49.8333333333333,3.43333333333333,182.5,NA
Z007E0043,Z007,37.907697422787,84.043621226218,3.30807012793367,187.5,924.0672225
Z007E0044,Z007,41.8333333333333,82.3333333333333,4.63333333333333,167.5,900.4422225
