Taxon,Location,Year,EarWeight,DaysToSilk
Z012E0064,NY,2006,67,964.80278
Z012E0064,NY,2007,NA,828.610555
Z012E0065,NY,2006,124.5,904.77389
Z012E0065,NY,2007,NA,856.384445
Z012E0066,NY,2006,51,913.634445
Z012E0066,NY,2007,64,904.163335
Z012E0067,NY,2006,84,930.47111
Z012E0067,NY,2007,NA,883.331665
Z012E0068,NY,2006,76.5,896.413335
Z012E0068,NY,2007,114,828.610555
Z012E0069,NY,2006,109,936.94222
Z012E0069,NY,2007,70,904.163335
Z012E0070,NY,2006,55,964.80278
Z012E0070,NY,2007,NA,904.163335
Z012E0071,NY,2006,64,964.80278
Z012E0071,NY,2007,NA,1005.27389
Z012E0072,NY,2006,75,964.80278
Z012E0072,NY,2007,105,994.163335
Z012E0073,NY,2006,NA,964.80278
Z012E0073,NY,2007,NA,1005.27389
Z012E0074,NY,2006,79,936.94222
Z012E0074,NY,2007,NA,883.331665
Z012E0075,NY,2006,NA,964.80278
Z012E0075,NY,2007,59,930.831665
Z012E0076,NY,2006,71,954.02389
Z012E0076,NY,2007,63,NA
Z012E0077,NY,2006,129,913.634445
Z012E0077,NY,2007,NA,883.331665
Z012E0078,NY,2006,NA,NA
Z012E0078,NY,2007,34,904.163335
Z012E0079,NY,2006,92,964.80278
Z012E0079,NY,2007,NA,1005.27389
Z012E0080,NY,2006,NA,964.80278
Z012E0080,NY,2007,NA,904.163335
Z012E0081,NY,2006,66.5,NA
Z012E0081,NY,2007,78,938.884445
Z012E0082,NY,2006,101,936.94222
Z012E0082,NY,2007,NA,870.27389
Z012E0083,NY,2006,77,964.80278
Z012E0083,NY,2007,51,994.163335
Z012E0084,NY,2006,130,936.94222
Z012E0084,NY,2007,73.5,870.27389
Z012E0085,NY,2006,104.5,954.02389
Z012E0085,NY,2007,NA,938.884445
Z012E0086,NY,2006,80,954.02389
Z012E0086,NY,2007,NA,949.163335
Z012E0087,NY,2006,85,964.80278
Z012E0087,NY,2007,NA,1005.27389
Z012E0088,NY,2006,31,NA
Z012E0088,NY,2007,NA,1005.27389
Z012E0089,NY,2006,71,954.02389
Z012E0089,NY,2007,NA,949.163335
Z012E0090,NY,2006,83.33333333,904.77389
Z012E0090,NY,2007,NA,828.610555
Z012E0091,NY,2006,80,964.80278
Z012E0091,NY,2007,116,896.110555
Z012E0092,NY,2006,71,904.77389
Z012E0092,NY,2007,77,818.610555
Z012E0093,NY,2006,64,964.80278
Z012E0093,NY,2007,NA,1005.27389
Z012E0094,NY,2006,NA,964.80278
Z012E0094,NY,2007,NA,NA
Z012E0095,NY,2006,120,964.80278
Z012E0095,NY,2007,NA,930.831665
Z012E0096,NY,2006,NA,NA
Z012E0096,NY,2007,52,938.884445
Z012E0097,NY,2006,95,964.80278
Z012E0097,NY,2007,NA,1005.27389
Z012E0098,NY,2006,33,964.80278
Z012E0098,NY,2007,15,1005.27389
Z012E0099,NY,2006,NA,964.80278
Z012E0099,NY,2007,NA,994.163335
Z012E0100,NY,2006,NA,964.80278
Z012E0100,NY,2007,NA,916.110555
Z012E0101,NY,2006,NA,964.80278
Z012E0101,NY,2007,53.5,828.610555
Z012E0102,NY,2006,104,936.94222
Z012E0102,NY,2007,NA,870.27389
Z012E0103,NY,2006,110,936.94222
Z012E0103,NY,2007,NA,818.610555
Z012E0104,NY,2006,113,913.634445
Z012E0104,NY,2007,102,805.27389
Z012E0105,NY,2006,78,964.80278
Z012E0105,NY,2007,45,994.163335
Z012E0106,NY,2006,142,896.413335
Z012E0106,NY,2007,NA,841.663335
Z012E0107,NY,2006,NA,936.94222
Z012E0107,NY,2007,NA,904.163335
Z012E0108,NY,2006,NA,936.94222
Z012E0108,NY,2007,153,788.331665
Z012E0109,NY,2006,82,964.80278
Z012E0109,NY,2007,NA,1005.27389
Z012E0110,NY,2006,96.5,964.80278
Z012E0110,NY,2007,90,904.163335
Z012E0111,NY,2006,130,870.55278
Z012E0111,NY,2007,NA,828.610555
Z012E0112,NY,2006,90,964.80278
Z012E0112,NY,2007,22,930.831665
Z012E0113,NY,2006,97,904.77389
Z012E0113,NY,2007,NA,818.610555
Z012E0114,NY,2006,113,881.610555
Z012E0114,NY,2007,74,841.663335
Z012E0115,NY,2006,NA,964.80278
Z012E0115,NY,2007,55,961.110555
Z012E0116,NY,2006,132,930.47111
Z012E0116,NY,2007,NA,841.663335
Z012E0117,NY,2006,93,964.80278
Z012E0117,NY,2007,45,916.110555
Z012E0118,NY,2006,NA,936.94222
Z012E0118,NY,2007,101,916.110555
Z012E0119,NY,2006,81.5,936.94222
Z012E0119,NY,2007,NA,896.110555
Z012E0120,NY,2006,NA,964.80278
Z012E0120,NY,2007,NA,NA
Z012E0121,NY,2006,120,954.02389
Z012E0121,NY,2007,NA,896.110555
Z012E0122,NY,2006,NA,964.80278
Z012E0122,NY,2007,119,938.884445
Z012E0123,NY,2006,104,964.80278
Z012E0123,NY,2007,55.5,972.77389
Z012E0124,NY,2006,81,964.80278
Z012E0124,NY,2007,NA,961.110555
Z012E0125,NY,2006,NA,NA
Z012E0125,NY,2007,NA,994.163335
Z012E0126,NY,2006,91,964.80278
Z012E0126,NY,2007,75,883.331665
Z012E0127,NY,2006,68,964.80278
Z012E0127,NY,2007,NA,961.110555
Z012E0128,NY,2006,122,930.47111
Z012E0128,NY,2007,NA,883.331665
Z012E0129,NY,2006,81,964.80278
Z012E0129,NY,2007,NA,938.884445
Z012E0130,NY,2006,NA,964.80278
Z012E0130,NY,2007,NA,1005.27389
Z012E0131,NY,2006,92,964.80278
Z012E0131,NY,2007,NA,NA
Z012E0132,NY,2006,NA,964.80278
Z012E0132,NY,2007,NA,938.884445
Z012E0133,NY,2006,NA,913.634445
Z012E0133,NY,2007,46,916.110555
Z012E0134,NY,2006,149.5,904.77389
Z012E0134,NY,2007,81,896.110555
Z012E0135,NY,2006,60.5,964.80278
Z012E0135,NY,2007,71.5,1000.27389
Z012E0136,NY,2006,81,964.80278
Z012E0136,NY,2007,NA,938.884445
Z012E0137,NY,2006,NA,NA
Z012E0137,NY,2007,NA,NA
Z012E0138,NY,2006,NA,NA
Z012E0138,NY,2007,NA,904.163335
Z012E0139,NY,2006,NA,964.80278
Z012E0139,NY,2007,NA,961.110555
Z012E0140,NY,2006,103.5,964.80278
Z012E0140,NY,2007,NA,916.110555
Z012E0141,NY,2006,75,964.80278
Z012E0141,NY,2007,NA,994.163335
Z012E0142,NY,2006,71,964.80278
Z012E0142,NY,2007,NA,1005.27389
Z012E0143,NY,2006,113,936.94222
Z012E0143,NY,2007,NA,896.110555
Z012E0144,NY,2006,104,964.80278
Z012E0144,NY,2007,NA,916.110555
Z012E0145,NY,2006,97,964.80278
Z012E0145,NY,2007,NA,904.163335
Z012E0146,NY,2006,77,954.02389
Z012E0146,NY,2007,NA,896.110555
Z012E0147,NY,2006,60,964.80278
Z012E0147,NY,2007,80,1005.27389
Z012E0148,NY,2006,NA,964.80278
Z012E0148,NY,2007,NA,NA
Z012E0149,NY,2006,88.5,944.110555
Z012E0149,NY,2007,69.5,870.27389
Z012E0150,NY,2006,58,964.80278
Z012E0150,NY,2007,NA,994.163335
Z012E0151,NY,2006,98.5,936.94222
Z012E0151,NY,2007,NA,904.163335
Z012E0152,NY,2006,NA,964.80278
Z012E0152,NY,2007,NA,1005.27389
Z012E0153,NY,2006,NA,847.05278
Z012E0153,NY,2007,140,883.331665
Z012E0154,NY,2006,71,964.80278
Z012E0154,NY,2007,70,904.163335
Z012E0155,NY,2006,50,936.94222
Z012E0155,NY,2007,NA,856.384445
Z012E0156,NY,2006,76.5,964.80278
Z012E0156,NY,2007,NA,930.831665
Z012E0157,NY,2006,43,944.110555
Z012E0157,NY,2007,NA,938.884445
Z012E0158,NY,2006,65,NA
Z012E0158,NY,2007,77,994.163335
Z012E0159,NY,2006,NA,NA
Z012E0159,NY,2007,NA,NA
Z012E0160,NY,2006,NA,NA
Z012E0160,NY,2007,NA,961.110555
Z012E0161,NY,2006,48,954.02389
Z012E0161,NY,2007,88,904.163335
Z012E0162,NY,2006,NA,904.77389
Z012E0162,NY,2007,NA,916.110555
Z012E0163,NY,2006,149,896.413335
Z012E0163,NY,2007,NA,896.110555
Z012E0164,NY,2006,NA,964.80278
Z012E0164,NY,2007,NA,972.77389
Z012E0165,NY,2006,93,904.77389
Z012E0165,NY,2007,80,930.831665
Z012E0166,NY,2006,25,964.80278
Z012E0166,NY,2007,NA,NA
Z012E0167,NY,2006,NA,964.80278
Z012E0167,NY,2007,NA,NA
Z012E0168,NY,2006,NA,924.110555
Z012E0168,NY,2007,NA,818.610555
Z012E0169,NY,2006,37.5,964.80278
Z012E0169,NY,2007,NA,1005.27389
Z012E0170,NY,2006,155,930.47111
Z012E0170,NY,2007,NA,828.610555
Z012E0171,NY,2006,100,936.94222
Z012E0171,NY,2007,108,904.163335
Z012E0172,NY,2006,72.5,924.110555
Z012E0172,NY,2007,81,896.110555
Z012E0173,NY,2006,91,954.02389
Z012E0173,NY,2007,56,NA
Z012E0174,NY,2006,112,964.80278
Z012E0174,NY,2007,NA,938.884445
Z012E0175,NY,2006,NA,964.80278
Z012E0175,NY,2007,85,980.831665
Z012E0176,NY,2006,136,881.610555
Z012E0176,NY,2007,NA,896.110555
Z012E0177,NY,2006,95,NA
Z012E0177,NY,2007,125,916.110555
Z012E0178,NY,2006,101,944.110555
Z012E0178,NY,2007,91,916.110555
Z012E0179,NY,2006,119,964.80278
Z012E0179,NY,2007,48,896.110555
Z012E0180,NY,2006,84,936.94222
Z012E0180,NY,2007,52,916.110555
Z012E0181,NY,2006,57,NA
Z012E0181,NY,2007,73,883.331665
Z012E0182,NY,2006,73,936.94222
Z012E0182,NY,2007,NA,883.331665
Z012E0183,NY,2006,NA,964.80278
Z012E0183,NY,2007,70,949.163335
Z012E0184,NY,2006,51,NA
Z012E0184,NY,2007,NA,805.27389
Z012E0185,NY,2006,NA,954.02389
Z012E0185,NY,2007,NA,1005.27389
Z012E0186,NY,2006,115,964.80278
Z012E0186,NY,2007,NA,916.110555
Z012E0187,NY,2006,107,860.19222
Z012E0187,NY,2007,NA,841.663335
Z012E0188,NY,2006,NA,936.94222
Z012E0188,NY,2007,NA,896.110555
Z012E0189,NY,2006,NA,964.80278
Z012E0189,NY,2007,76,1005.27389
Z012E0190,NY,2006,94,930.47111
Z012E0190,NY,2007,44.5,916.110555
Z012E0191,NY,2006,98,NA
Z012E0191,NY,2007,55,949.163335
Z012E0192,NY,2006,54,964.80278
Z012E0192,NY,2007,51,980.831665
Z012E0193,NY,2006,NA,964.80278
Z012E0193,NY,2007,61,961.110555
Z012E0194,NY,2006,NA,964.80278
Z012E0194,NY,2007,NA,916.110555
Z012E0195,NY,2006,49.5,936.94222
Z012E0195,NY,2007,NA,938.884445
Z012E0196,NY,2006,61,954.02389
Z012E0196,NY,2007,34,1005.27389
Z012E0197,NY,2006,79,964.80278
Z012E0197,NY,2007,NA,904.163335
Z012E0198,NY,2006,67,913.634445
Z012E0198,NY,2007,NA,916.110555
Z012E0199,NY,2006,31,964.80278
Z012E0199,NY,2007,36,994.163335
Z012E0200,NY,2006,NA,964.80278
Z012E0200,NY,2007,NA,1005.27389
Z012E0201,NY,2006,110.7142857,875.602779
Z012E0201,NY,2007,92.28571429,837.1850006
Z012E0202,NY,2006,45,941.25278
Z012E0202,NY,2007,64,1005.27389
Z012E0231,NY,2006,NA,NA
Z012E0231,NY,2007,NA,NA
Z012E0260,NY,2006,NA,NA
Z012E0260,NY,2007,NA,NA
Z012E0278,NY,2006,NA,NA
Z012E0278,NY,2007,NA,NA
Z013E0001,NY,2006,NA,NA
Z013E0001,NY,2007,NA,828.610555
Z013E0002,NY,2006,NA,847.05278
Z013E0002,NY,2007,NA,841.663335
Z013E0003,NY,2006,60,964.80278
Z013E0003,NY,2007,NA,883.331665
Z013E0004,NY,2006,NA,913.634445
Z013E0004,NY,2007,76,841.663335
Z013E0005,NY,2006,49,964.80278
Z013E0005,NY,2007,84,904.163335
Z013E0006,NY,2006,96,944.110555
Z013E0006,NY,2007,90,904.163335
Z013E0007,NY,2006,120,896.413335
Z013E0007,NY,2007,54,896.110555
Z013E0008,NY,2006,108,936.94222
Z013E0008,NY,2007,NA,818.610555
Z013E0009,NY,2006,79,904.77389
Z013E0009,NY,2007,57,856.384445
Z013E0010,NY,2006,126,913.634445
Z013E0010,NY,2007,125,883.331665
Z013E0011,NY,2006,135,964.80278
Z013E0011,NY,2007,88,938.884445
Z013E0012,NY,2006,110,NA
Z013E0012,NY,2007,143,961.110555
Z013E0013,NY,2006,42,964.80278
Z013E0013,NY,2007,NA,916.110555
Z013E0014,NY,2006,53,964.80278
Z013E0014,NY,2007,62,841.663335
Z013E0015,NY,2006,NA,924.110555
Z013E0015,NY,2007,NA,916.110555
Z013E0016,NY,2006,79,NA
Z013E0016,NY,2007,NA,938.884445
Z013E0017,NY,2006,69,964.80278
Z013E0017,NY,2007,68,916.110555
Z013E0018,NY,2006,NA,964.80278
Z013E0018,NY,2007,80,949.163335
Z013E0019,NY,2006,89,954.02389
Z013E0019,NY,2007,NA,856.384445
Z013E0020,NY,2006,81,944.110555
Z013E0020,NY,2007,NA,896.110555
Z013E0021,NY,2006,83,936.94222
Z013E0021,NY,2007,NA,856.384445
Z013E0022,NY,2006,112,913.634445
Z013E0022,NY,2007,NA,916.110555
Z013E0023,NY,2006,NA,904.77389
Z013E0023,NY,2007,42,904.163335
Z013E0024,NY,2006,NA,964.80278
Z013E0024,NY,2007,82,870.27389
Z013E0025,NY,2006,146,904.77389
Z013E0025,NY,2007,53,938.884445
Z013E0026,NY,2006,73,936.94222
Z013E0026,NY,2007,90,856.384445
Z013E0027,NY,2006,60,896.413335
Z013E0027,NY,2007,NA,828.610555
Z013E0028,NY,2006,116,832.163335
Z013E0028,NY,2007,NA,828.610555
Z013E0029,NY,2006,54,913.634445
Z013E0029,NY,2007,82,856.384445
Z013E0030,NY,2006,82,924.110555
Z013E0030,NY,2007,NA,870.27389
Z013E0031,NY,2006,NA,NA
Z013E0031,NY,2007,111,841.663335
Z013E0032,NY,2006,77,812.581665
Z013E0032,NY,2007,63,805.27389
Z013E0033,NY,2006,80,954.02389
Z013E0033,NY,2007,NA,828.610555
Z013E0034,NY,2006,99,913.634445
Z013E0034,NY,2007,NA,805.27389
Z013E0035,NY,2006,54,964.80278
Z013E0035,NY,2007,77,961.110555
Z013E0036,NY,2006,NA,964.80278
Z013E0036,NY,2007,46,961.110555
Z013E0037,NY,2006,61,964.80278
Z013E0037,NY,2007,NA,961.110555
Z013E0038,NY,2006,56,881.610555
Z013E0038,NY,2007,NA,788.331665
Z013E0039,NY,2006,93,944.110555
Z013E0039,NY,2007,66,930.831665
Z013E0040,NY,2006,108,924.110555
Z013E0040,NY,2007,58.5,883.331665
Z013E0041,NY,2006,89,812.581665
Z013E0041,NY,2007,NA,805.27389
Z013E0042,NY,2006,91,870.55278
Z013E0042,NY,2007,40,856.384445
Z013E0043,NY,2006,76,936.94222
Z013E0043,NY,2007,NA,904.163335
Z013E0044,NY,2006,42,964.80278
Z013E0044,NY,2007,63,930.831665
Z013E0045,NY,2006,NA,964.80278
Z013E0045,NY,2007,NA,883.331665
Z013E0046,NY,2006,120,904.77389
Z013E0046,NY,2007,64,904.163335
Z013E0047,NY,2006,29,964.80278
Z013E0047,NY,2007,79,930.831665
Z013E0048,NY,2006,64,964.80278
Z013E0048,NY,2007,NA,856.384445
Z013E0049,NY,2006,57,964.80278
Z013E0049,NY,2007,NA,883.331665
Z013E0050,NY,2006,92,944.110555
Z013E0050,NY,2007,NA,NA
Z013E0051,NY,2006,91,964.80278
Z013E0051,NY,2007,68,818.610555
Z013E0052,NY,2006,45,954.02389
Z013E0052,NY,2007,82,916.110555
Z013E0053,NY,2006,36,954.02389
Z013E0053,NY,2007,NA,938.884445
Z013E0054,NY,2006,NA,896.413335
Z013E0054,NY,2007,NA,883.331665
Z013E0055,NY,2006,125,930.47111
Z013E0055,NY,2007,69,870.27389
Z013E0056,NY,2006,52,944.110555
Z013E0056,NY,2007,100,870.27389
Z013E0057,NY,2006,67.5,954.02389
Z013E0057,NY,2007,NA,883.331665
Z013E0058,NY,2006,62,964.80278
Z013E0058,NY,2007,46,856.384445
Z013E0059,NY,2006,88,870.55278
Z013E0059,NY,2007,NA,805.27389
Z013E0060,NY,2006,72,896.413335
Z013E0060,NY,2007,77,896.110555
Z013E0061,NY,2006,NA,944.110555
Z013E0061,NY,2007,NA,841.663335
Z013E0062,NY,2006,56,944.110555
Z013E0062,NY,2007,62,883.331665
Z013E0063,NY,2006,50,936.94222
Z013E0063,NY,2007,110,828.610555
Z013E0064,NY,2006,111,812.581665
Z013E0064,NY,2007,115,724.163335
Z013E0065,NY,2006,93,913.634445
Z013E0065,NY,2007,NA,818.610555
Z013E0066,NY,2006,26,NA
Z013E0066,NY,2007,NA,896.110555
Z013E0067,NY,2006,111,944.110555
Z013E0067,NY,2007,NA,904.163335
Z013E0068,NY,2006,117,904.77389
Z013E0068,NY,2007,NA,870.27389
Z013E0069,NY,2006,99,913.634445
Z013E0069,NY,2007,95,896.110555
Z013E0070,NY,2006,92.5,896.413335
Z013E0070,NY,2007,136,841.663335
Z013E0071,NY,2006,140,936.94222
Z013E0071,NY,2007,68,856.384445
Z013E0072,NY,2006,128,870.55278
Z013E0072,NY,2007,NA,896.110555
Z013E0073,NY,2006,46,964.80278
Z013E0073,NY,2007,51,856.384445
Z013E0074,NY,2006,67,913.634445
Z013E0074,NY,2007,NA,870.27389
Z013E0075,NY,2006,49,913.634445
Z013E0075,NY,2007,NA,818.610555
Z013E0076,NY,2006,46,NA
Z013E0076,NY,2007,101,805.27389
Z013E0077,NY,2006,85,870.55278
Z013E0077,NY,2007,NA,896.110555
Z013E0078,NY,2006,56,913.634445
Z013E0078,NY,2007,51,883.331665
Z013E0079,NY,2006,98,870.55278
Z013E0079,NY,2007,90,788.331665
Z013E0080,NY,2006,75,913.634445
Z013E0080,NY,2007,59,883.331665
Z013E0081,NY,2006,66,913.634445
Z013E0081,NY,2007,135,870.27389
Z013E0082,NY,2006,NA,930.47111
Z013E0082,NY,2007,89,870.27389
Z013E0083,NY,2006,65,NA
Z013E0083,NY,2007,NA,938.884445
Z013E0084,NY,2006,NA,964.80278
Z013E0084,NY,2007,44,961.110555
Z013E0085,NY,2006,51,NA
Z013E0085,NY,2007,NA,916.110555
Z013E0086,NY,2006,88,944.110555
Z013E0086,NY,2007,NA,828.610555
Z013E0087,NY,2006,110,870.55278
Z013E0087,NY,2007,NA,856.384445
Z013E0088,NY,2006,84,954.02389
Z013E0088,NY,2007,79,916.110555
Z013E0089,NY,2006,126,870.55278
Z013E0089,NY,2007,NA,870.27389
Z013E0090,NY,2006,115,860.19222
Z013E0090,NY,2007,81,870.27389
Z013E0091,NY,2006,66,913.634445
Z013E0091,NY,2007,82,870.27389
Z013E0092,NY,2006,66,870.55278
Z013E0092,NY,2007,NA,841.663335
Z013E0093,NY,2006,68,904.77389
Z013E0093,NY,2007,62,856.384445
Z013E0094,NY,2006,44,964.80278
Z013E0094,NY,2007,NA,904.163335
Z013E0095,NY,2006,134,913.634445
Z013E0095,NY,2007,NA,841.663335
Z013E0096,NY,2006,82,924.110555
Z013E0096,NY,2007,NA,805.27389
Z013E0097,NY,2006,104,944.110555
Z013E0097,NY,2007,98,856.384445
Z013E0098,NY,2006,81,964.80278
Z013E0098,NY,2007,18,883.331665
Z013E0099,NY,2006,58,896.413335
Z013E0099,NY,2007,64,828.610555
Z013E0100,NY,2006,55,936.94222
Z013E0100,NY,2007,88,870.27389
Z013E0101,NY,2006,68,913.634445
Z013E0101,NY,2007,64,805.27389
Z013E0102,NY,2006,NA,NA
Z013E0102,NY,2007,NA,828.610555
Z013E0103,NY,2006,81,944.110555
Z013E0103,NY,2007,NA,841.663335
Z013E0104,NY,2006,110,870.55278
Z013E0104,NY,2007,105,896.110555
Z013E0105,NY,2006,117,832.163335
Z013E0105,NY,2007,NA,856.384445
Z013E0106,NY,2006,54,944.110555
Z013E0106,NY,2007,115,841.663335
Z013E0107,NY,2006,167,832.163335
Z013E0107,NY,2007,36,870.27389
Z013E0108,NY,2006,24,964.80278
Z013E0108,NY,2007,NA,818.610555
Z013E0109,NY,2006,107,870.55278
Z013E0109,NY,2007,NA,896.110555
Z013E0110,NY,2006,62,944.110555
Z013E0110,NY,2007,100,856.384445
Z013E0111,NY,2006,51,944.110555
Z013E0111,NY,2007,55,818.610555
Z013E0112,NY,2006,34,964.80278
Z013E0112,NY,2007,NA,904.163335
Z013E0113,NY,2006,181,881.610555
Z013E0113,NY,2007,71,805.27389
Z013E0114,NY,2006,47,964.80278
Z013E0114,NY,2007,60,896.110555
Z013E0115,NY,2006,75,881.610555
Z013E0115,NY,2007,88,828.610555
Z013E0116,NY,2006,73,936.94222
Z013E0116,NY,2007,73,841.663335
Z013E0117,NY,2006,106,847.05278
Z013E0117,NY,2007,NA,841.663335
Z013E0118,NY,2006,50,964.80278
Z013E0118,NY,2007,NA,930.831665
Z013E0119,NY,2006,68,832.163335
Z013E0119,NY,2007,NA,828.610555
Z013E0120,NY,2006,37,964.80278
Z013E0120,NY,2007,54,904.163335
Z013E0121,NY,2006,61,964.80278
Z013E0121,NY,2007,NA,841.663335
Z013E0122,NY,2006,91,924.110555
Z013E0122,NY,2007,93,818.610555
Z013E0123,NY,2006,143,870.55278
Z013E0123,NY,2007,114,805.27389
Z013E0124,NY,2006,28,954.02389
Z013E0124,NY,2007,23,856.384445
Z013E0125,NY,2006,NA,870.55278
Z013E0125,NY,2007,NA,841.663335
Z013E0126,NY,2006,48,847.05278
Z013E0126,NY,2007,49,788.331665
Z013E0127,NY,2006,104,944.110555
Z013E0127,NY,2007,77,930.831665
Z013E0128,NY,2006,106,964.80278
Z013E0128,NY,2007,NA,883.331665
Z013E0129,NY,2006,75,904.77389
Z013E0129,NY,2007,52,870.27389
Z013E0130,NY,2006,74,964.80278
Z013E0130,NY,2007,NA,841.663335
Z013E0131,NY,2006,45,881.610555
Z013E0131,NY,2007,NA,856.384445
Z013E0132,NY,2006,104,913.634445
Z013E0132,NY,2007,NA,883.331665
Z013E0133,NY,2006,97,930.47111
Z013E0133,NY,2007,49,NA
Z013E0134,NY,2006,51,964.80278
Z013E0134,NY,2007,NA,896.110555
Z013E0135,NY,2006,45,964.80278
Z013E0135,NY,2007,21,949.163335
Z013E0136,NY,2006,NA,NA
Z013E0136,NY,2007,78,896.110555
Z013E0137,NY,2006,65,930.47111
Z013E0137,NY,2007,NA,883.331665
Z013E0138,NY,2006,70,954.02389
Z013E0138,NY,2007,59,883.331665
Z013E0139,NY,2006,122,860.19222
Z013E0139,NY,2007,NA,805.27389
Z013E0140,NY,2006,70,812.581665
Z013E0140,NY,2007,32,841.663335
Z013E0141,NY,2006,62,964.80278
Z013E0141,NY,2007,112,896.110555
Z013E0142,NY,2006,NA,NA
Z013E0142,NY,2007,65,904.163335
Z013E0143,NY,2006,73,913.634445
Z013E0143,NY,2007,NA,883.331665
Z013E0144,NY,2006,131,NA
Z013E0144,NY,2007,78,916.110555
Z013E0145,NY,2006,NA,936.94222
Z013E0145,NY,2007,84,870.27389
Z013E0146,NY,2006,44,944.110555
Z013E0146,NY,2007,NA,856.384445
Z013E0147,NY,2006,84,944.110555
Z013E0147,NY,2007,NA,961.110555
Z013E0148,NY,2006,25,964.80278
Z013E0148,NY,2007,64,896.110555
Z013E0149,NY,2006,59,964.80278
Z013E0149,NY,2007,50,904.163335
Z013E0150,NY,2006,75,936.94222
Z013E0150,NY,2007,NA,883.331665
Z013E0151,NY,2006,NA,NA
Z013E0151,NY,2007,34,916.110555
Z013E0152,NY,2006,68,NA
Z013E0152,NY,2007,NA,930.831665
Z013E0153,NY,2006,43,964.80278
Z013E0153,NY,2007,NA,904.163335
Z013E0154,NY,2006,148,896.413335
Z013E0154,NY,2007,115,818.610555
Z013E0155,NY,2006,40,964.80278
Z013E0155,NY,2007,NA,938.884445
Z013E0156,NY,2006,77,NA
Z013E0156,NY,2007,52,938.884445
Z013E0157,NY,2006,59,847.05278
Z013E0157,NY,2007,89,772.5
Z013E0158,NY,2006,52,964.80278
Z013E0158,NY,2007,76,949.163335
Z013E0159,NY,2006,51,964.80278
Z013E0159,NY,2007,82,883.331665
Z013E0160,NY,2006,60,964.80278
Z013E0160,NY,2007,NA,949.163335
Z013E0161,NY,2006,NA,964.80278
Z013E0161,NY,2007,NA,904.163335
Z013E0162,NY,2006,NA,964.80278
Z013E0162,NY,2007,68.5,930.831665
Z013E0163,NY,2006,NA,NA
Z013E0163,NY,2007,NA,841.663335
Z013E0164,NY,2006,49,904.77389
Z013E0164,NY,2007,33,856.384445
Z013E0165,NY,2006,89,936.94222
Z013E0165,NY,2007,74,904.163335
Z013E0166,NY,2006,57,964.80278
Z013E0166,NY,2007,NA,938.884445
Z013E0167,NY,2006,18,NA
Z013E0167,NY,2007,50,930.831665
Z013E0168,NY,2006,64,944.110555
Z013E0168,NY,2007,NA,870.27389
Z013E0169,NY,2006,NA,964.80278
Z013E0169,NY,2007,NA,856.384445
Z013E0170,NY,2006,NA,NA
Z013E0170,NY,2007,53,930.831665
Z013E0171,NY,2006,120,896.413335
Z013E0171,NY,2007,NA,856.384445
Z013E0172,NY,2006,48,NA
Z013E0172,NY,2007,77,896.110555
Z013E0173,NY,2006,NA,936.94222
Z013E0173,NY,2007,55.5,828.610555
Z013E0174,NY,2006,29,964.80278
Z013E0174,NY,2007,138,883.331665
Z013E0175,NY,2006,NA,NA
Z013E0175,NY,2007,NA,856.384445
Z013E0176,NY,2006,NA,964.80278
Z013E0176,NY,2007,107,870.27389
Z013E0177,NY,2006,24,964.80278
Z013E0177,NY,2007,28,938.884445
Z013E0178,NY,2006,40,944.110555
Z013E0178,NY,2007,130,788.331665
Z013E0179,NY,2006,NA,964.80278
Z013E0179,NY,2007,168,994.163335
Z013E0180,NY,2006,NA,NA
Z013E0180,NY,2007,NA,NA
Z013E0181,NY,2006,NA,NA
Z013E0181,NY,2007,43,961.110555
Z013E0182,NY,2006,93,904.77389
Z013E0182,NY,2007,94,883.331665
Z013E0183,NY,2006,31,964.80278
Z013E0183,NY,2007,88,916.110555
Z013E0184,NY,2006,NA,NA
Z013E0184,NY,2007,50,916.110555
Z013E0185,NY,2006,85,964.80278
Z013E0185,NY,2007,49,916.110555
Z013E0186,NY,2006,27,NA
Z013E0186,NY,2007,NA,870.27389
Z013E0187,NY,2006,69,944.110555
Z013E0187,NY,2007,43,916.110555
Z013E0188,NY,2006,53,964.80278
Z013E0188,NY,2007,NA,930.831665
Z013E0189,NY,2006,139,936.94222
Z013E0189,NY,2007,148,818.610555
Z013E0190,NY,2006,59,964.80278
Z013E0190,NY,2007,29,870.27389
Z013E0191,NY,2006,70.5,936.94222
Z013E0191,NY,2007,47,896.110555
Z013E0192,NY,2006,NA,NA
Z013E0192,NY,2007,65,994.163335
Z013E0193,NY,2006,72,964.80278
Z013E0193,NY,2007,78,896.110555
Z013E0194,NY,2006,NA,936.94222
Z013E0194,NY,2007,NA,904.163335
Z013E0195,NY,2006,NA,NA
Z013E0195,NY,2007,62,916.110555
Z013E0196,NY,2006,80,904.77389
Z013E0196,NY,2007,NA,856.384445
Z013E0197,NY,2006,NA,NA
Z013E0197,NY,2007,58,949.163335
Z013E0198,NY,2006,140,944.110555
Z013E0198,NY,2007,NA,818.610555
Z013E0199,NY,2006,67,954.02389
Z013E0199,NY,2007,59,759.163335
Z013E0200,NY,2006,NA,NA
Z013E0200,NY,2007,NA,904.163335
Z013E0201,NY,2006,120.9,873.266723
Z013E0201,NY,2007,95,829.4067369
Z013E0202,NY,2006,33.5,964.80278
